"task_id","phase","value"
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","phase_sync_rows_sec",0.121000000000002
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","phase_system_cache_sec",0.00900000000000034
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","phase_fold_component_cache_sec",0.734999999999999
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","phase_full_component_cache_sec",0.177999999999997
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","phase_lambda_search_sec",4.576
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","phase_final_solve_sec",0.0960000000000036
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","evaluated_lambda_count",8
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","unique_lambda_count",8
"s3r_0027__LA_D1_HC_Lc_N500__r01__local_auto__full","boundary_expansion_count",2
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","total.elapsed.sec",6.874
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_frames_sec",0.238
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_sync_rows_sec",0.168999999999997
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_system_cache_sec",0.0159999999999982
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_fold_component_cache_sec",0.690000000000005
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_full_component_cache_sec",0.120999999999995
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_lambda_search_sec",4.853
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","phase_final_solve_sec",0.036999999999999
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","evaluated_lambda_count",8
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","unique_lambda_count",8
"s3r_0028__LA_D1_HC_Lc_N500__r01__local_auto__screened","boundary_expansion_count",2
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","total.elapsed.sec",5.514
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_frames_sec",0.201999999999998
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_sync_rows_sec",0.268000000000001
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_system_cache_sec",0.019999999999996
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_fold_component_cache_sec",1.366
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_full_component_cache_sec",0.289000000000001
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_lambda_search_sec",3.279
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","phase_final_solve_sec",0.0510000000000019
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","evaluated_lambda_count",6
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","unique_lambda_count",6
"s3r_0029__LA_D1_HC_Lc_N500__r02__auto__full","boundary_expansion_count",0
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","total.elapsed.sec",5.331
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_frames_sec",0.243000000000002
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_sync_rows_sec",0.157999999999998
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_system_cache_sec",0.022000000000002
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_fold_component_cache_sec",1.21
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_full_component_cache_sec",0.245999999999999
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_lambda_search_sec",3.34
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","phase_final_solve_sec",0.0800000000000018
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","evaluated_lambda_count",6
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","unique_lambda_count",6
"s3r_0030__LA_D1_HC_Lc_N500__r02__auto__screened","boundary_expansion_count",0
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","total.elapsed.sec",6.88999999999999
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_frames_sec",0.256
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_sync_rows_sec",0.10499999999999
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_system_cache_sec",0.00799999999999557
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_fold_component_cache_sec",1.14100000000001
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_full_component_cache_sec",0.194999999999993
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_lambda_search_sec",4.26899999999999
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","phase_final_solve_sec",0.120000000000005
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","evaluated_lambda_count",8
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","unique_lambda_count",8
"s3r_0031__LA_D1_HC_Lc_N500__r02__local_auto__full","boundary_expansion_count",2
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","total.elapsed.sec",7.255
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_frames_sec",0.261999999999993
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_sync_rows_sec",0.187000000000005
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_system_cache_sec",0.0110000000000028
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_fold_component_cache_sec",1.323
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_full_component_cache_sec",0.262999999999998
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_lambda_search_sec",4.434
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","phase_final_solve_sec",0.0850000000000009
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","evaluated_lambda_count",8
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","unique_lambda_count",8
"s3r_0032__LA_D1_HC_Lc_N500__r02__local_auto__screened","boundary_expansion_count",2
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","total.elapsed.sec",5.119
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_frames_sec",0.231000000000009
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_sync_rows_sec",0.161999999999992
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_system_cache_sec",0.00800000000000978
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_fold_component_cache_sec",0.99499999999999
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_full_component_cache_sec",0.171999999999997
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_lambda_search_sec",3.39100000000001
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","phase_final_solve_sec",0.111999999999995
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","evaluated_lambda_count",6
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","unique_lambda_count",6
"s3r_0033__LA_D1_HC_Lc_N500__r03__auto__full","boundary_expansion_count",0
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","total.elapsed.sec",5.516
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_frames_sec",0.192999999999998
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_sync_rows_sec",0.209
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_system_cache_sec",0.017000000000003
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_fold_component_cache_sec",1.14
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_full_component_cache_sec",0.400000000000002
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_lambda_search_sec",3.363
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","phase_final_solve_sec",0.0749999999999993
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","evaluated_lambda_count",6
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","unique_lambda_count",6
"s3r_0034__LA_D1_HC_Lc_N500__r03__auto__screened","boundary_expansion_count",0
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","total.elapsed.sec",6.695
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_frames_sec",0.224000000000004
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_sync_rows_sec",0.137999999999998
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_system_cache_sec",0.0159999999999982
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_fold_component_cache_sec",0.990000000000002
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_full_component_cache_sec",0.143000000000001
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_lambda_search_sec",4.285
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","phase_final_solve_sec",0.0549999999999997
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","evaluated_lambda_count",8
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","unique_lambda_count",8
"s3r_0035__LA_D1_HC_Lc_N500__r03__local_auto__full","boundary_expansion_count",2
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","total.elapsed.sec",6.58199999999999
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_frames_sec",0.268000000000001
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_sync_rows_sec",0.149000000000001
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_system_cache_sec",0.0670000000000002
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_fold_component_cache_sec",0.593000000000004
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_full_component_cache_sec",0.110999999999997
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_lambda_search_sec",4.502
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","phase_final_solve_sec",0.0319999999999965
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","evaluated_lambda_count",8
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","unique_lambda_count",8
"s3r_0036__LA_D1_HC_Lc_N500__r03__local_auto__screened","boundary_expansion_count",2
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","total.elapsed.sec",4.619
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_frames_sec",0.222999999999999
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_sync_rows_sec",0.247
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_system_cache_sec",0.0129999999999981
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_fold_component_cache_sec",0.869
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_full_component_cache_sec",0.180000000000007
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_lambda_search_sec",2.987
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","phase_final_solve_sec",0.0410000000000039
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","evaluated_lambda_count",6
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","unique_lambda_count",6
"s3r_0037__LA_D1_HC_Gv_N500__r01__auto__full","boundary_expansion_count",0
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","total.elapsed.sec",5.295
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_frames_sec",0.221
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_sync_rows_sec",0.17
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_system_cache_sec",0.0700000000000003
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_fold_component_cache_sec",0.530999999999999
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_full_component_cache_sec",0.153
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_lambda_search_sec",4.049
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","phase_final_solve_sec",0.0800000000000001
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","evaluated_lambda_count",7
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","unique_lambda_count",7
"s3r_0038__LA_D1_HC_Gv_N500__r01__auto__screened","boundary_expansion_count",1
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","total.elapsed.sec",4.667
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_frames_sec",0.241
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_sync_rows_sec",0.154000000000003
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_system_cache_sec",0.00900000000000034
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_fold_component_cache_sec",0.670000000000002
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_full_component_cache_sec",0.181999999999995
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_lambda_search_sec",2.409
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","phase_final_solve_sec",0.0260000000000034
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","evaluated_lambda_count",6
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","unique_lambda_count",6
"s3r_0039__LA_D1_HC_Gv_N500__r01__local_auto__full","boundary_expansion_count",0
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","total.elapsed.sec",5.252
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_frames_sec",0.231999999999999
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_sync_rows_sec",0.156999999999996
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_system_cache_sec",0.00800000000000267
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_fold_component_cache_sec",0.783000000000001
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_full_component_cache_sec",0.222000000000001
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_lambda_search_sec",3.037
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","phase_final_solve_sec",0.106999999999999
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","evaluated_lambda_count",6
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","unique_lambda_count",6
"s3r_0040__LA_D1_HC_Gv_N500__r01__local_auto__screened","boundary_expansion_count",0
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","total.elapsed.sec",5.223
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_frames_sec",0.232
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_sync_rows_sec",0.141
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_system_cache_sec",0.073
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_fold_component_cache_sec",0.764
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_full_component_cache_sec",0.313000000000001
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_lambda_search_sec",3.556
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","phase_final_solve_sec",0.109999999999999
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","evaluated_lambda_count",7
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","unique_lambda_count",7
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","boundary_expansion_count",1
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","total.elapsed.sec",4.979
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_frames_sec",0.18
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_sync_rows_sec",0.154999999999999
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_system_cache_sec",0.0210000000000008
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_fold_component_cache_sec",0.503999999999998
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_full_component_cache_sec",0.088000000000001
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_lambda_search_sec",3.802
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","phase_final_solve_sec",0.118000000000002
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","evaluated_lambda_count",8
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","unique_lambda_count",8
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","boundary_expansion_count",2
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","total.elapsed.sec",5.011
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_frames_sec",0.158999999999999
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_sync_rows_sec",0.201999999999998
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_system_cache_sec",0.0120000000000005
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_fold_component_cache_sec",0.737000000000002
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_full_component_cache_sec",0.194000000000003
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_lambda_search_sec",2.761
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","phase_final_solve_sec",0.0459999999999994
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","evaluated_lambda_count",6
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","unique_lambda_count",6
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","boundary_expansion_count",0
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","total.elapsed.sec",5.017
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_frames_sec",0.222999999999999
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_sync_rows_sec",0.173000000000002
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_system_cache_sec",0.0349999999999966
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_fold_component_cache_sec",0.809000000000005
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_full_component_cache_sec",0.135999999999996
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_lambda_search_sec",2.698
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","phase_final_solve_sec",0.0960000000000036
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","evaluated_lambda_count",6
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","unique_lambda_count",6
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","boundary_expansion_count",0
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","total.elapsed.sec",4.538
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_frames_sec",0.199000000000005
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_sync_rows_sec",0.158999999999999
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_system_cache_sec",0.0169999999999959
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_fold_component_cache_sec",1.076
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_full_component_cache_sec",0.185000000000002
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_lambda_search_sec",2.761
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","phase_final_solve_sec",0.104999999999997
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","evaluated_lambda_count",6
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","unique_lambda_count",6
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","boundary_expansion_count",0
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","total.elapsed.sec",4.607
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_frames_sec",0.175000000000001
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_sync_rows_sec",0.139999999999999
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_system_cache_sec",0.0289999999999999
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_fold_component_cache_sec",0.802999999999999
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_full_component_cache_sec",0.123000000000001
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_lambda_search_sec",3.176
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","phase_final_solve_sec",0.0869999999999997
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","evaluated_lambda_count",7
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","unique_lambda_count",7
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","boundary_expansion_count",1
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","total.elapsed.sec",5.211
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_frames_sec",0.163
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_sync_rows_sec",0.146999999999998
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_system_cache_sec",0.0689999999999991
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_fold_component_cache_sec",0.585999999999999
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_full_component_cache_sec",0.141999999999999
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_lambda_search_sec",3.073
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","phase_final_solve_sec",0.0599999999999987
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","evaluated_lambda_count",7
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","unique_lambda_count",7
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","boundary_expansion_count",1
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","total.elapsed.sec",4.688
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_frames_sec",0.208999999999996
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_sync_rows_sec",0.172000000000004
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_system_cache_sec",0.0169999999999959
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_fold_component_cache_sec",0.702000000000005
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_full_component_cache_sec",0.116
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_lambda_search_sec",2.59
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","phase_final_solve_sec",0.0649999999999977
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","evaluated_lambda_count",6
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","unique_lambda_count",6
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","boundary_expansion_count",0
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","total.elapsed.sec",5.76
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_frames_sec",0.307000000000002
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_sync_rows_sec",0.194000000000003
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_system_cache_sec",0.0109999999999957
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_fold_component_cache_sec",1.042
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_full_component_cache_sec",0.127000000000002
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_lambda_search_sec",4.02499999999999
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","phase_final_solve_sec",0.0310000000000059
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","evaluated_lambda_count",8
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","unique_lambda_count",8
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","boundary_expansion_count",2
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","total.elapsed.sec",6.601
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_frames_sec",0.258000000000003
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_sync_rows_sec",0.253999999999998
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_system_cache_sec",0.0330000000000013
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_fold_component_cache_sec",0.946000000000002
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_full_component_cache_sec",0.207999999999998
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_lambda_search_sec",4.772
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","phase_final_solve_sec",0.0570000000000022
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","evaluated_lambda_count",8
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","unique_lambda_count",8
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","boundary_expansion_count",2
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","total.elapsed.sec",6.42299999999999
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_frames_sec",0.241
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_sync_rows_sec",0.112000000000009
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_system_cache_sec",0.0600000000000023
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_fold_component_cache_sec",0.881999999999991
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_full_component_cache_sec",0.115000000000009
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_lambda_search_sec",3.991
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","phase_final_solve_sec",0.056999999999988
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","evaluated_lambda_count",8
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","unique_lambda_count",8
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","boundary_expansion_count",2
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","total.elapsed.sec",6.051
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","phase_frames_sec",0.227999999999994
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","phase_sync_rows_sec",0.179000000000002
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","phase_system_cache_sec",0.0120000000000005
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","phase_fold_component_cache_sec",0.654000000000003
