"task_id","batch_id","dataset_id","geometry_family","n","p","repetition","response_seed","fold_seed","sigma","method","chart_dim_rule","search_policy","backend_variant","design_basis","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","selected_total_local_gcv_ps","selected_sync_energy","finite_cv_candidates","total_cv_candidates","local_candidates_total","local_candidates_evaluated","local_candidates_finite","local_candidates_evaluated_supports","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","timing_frame_prep_sec","timing_system_cache_sec","timing_fold_cache_sec","timing_lambda_search_sec","timing_final_solve_sec","timing_total_fit_sec","elapsed_sec"
"s3r_0041__LA_D1_HC_Gv_N500__r02__auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,2,20662609,20662608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0301344972160636,0.100418310993139,0.109231474899357,15,2,"tricube",10,6.70803660816556,0.0658120269870531,6,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,87.886
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,2,20662619,20662618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0288994674627838,0.0986977728621786,0.109776730679904,16,2,"tricube",10,5.35882625057022,0.0664758447781104,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,26.535
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,2,20662709,20662708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0325859642640405,0.0963085017772716,0.106864635480425,23,2,"tricube",1,3.61035940918802,0.668239653722317,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,107.675
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,2,20662709,20662708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0318605283149483,0.0969661873386107,0.107081453066711,25,2,"tricube",1,3.37612384174349,0.708152951806973,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,1,3,3,NA,NA,NA,NA,NA,NA,49.29
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,3,20663609,20663608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0271784063031673,0.0911697800980088,0.102432823059615,28,2,"tricube",1,3.08955948964709,0.860928676632514,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,86.363
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,3,20663619,20663618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0273802131871036,0.0943076166856246,0.101860218840116,16,2,"tricube",10,5.34849108739737,0.0522024894104877,6,7,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,25.575
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,3,20663709,20663708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296311162090122,0.0937403455855691,0.105797019445103,19,2,"tricube",1,5.16094286974266,0.595812654591662,6,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,106.871
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,3,20663709,20663708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0287215015804965,0.0954746903770063,0.105959724972398,25,2,"tricube",1,3.65047626208082,0.721585640590714,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,1,3,3,NA,NA,NA,NA,NA,NA,48.781
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,1,20761609,20761608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0260184351346774,0.0950489031270685,0.0990030336517653,25,2,"tricube",90,3.39669338772475,0.00629491708879816,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,125.97
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,1,20761619,20761618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0310389865043736,0.0976214580638596,0.102971965770695,25,2,"tricube",30,3.48227340819158,0.0130032986299791,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,34.158
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,1,20761709,20761708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0293012242079024,0.101485161724591,0.108316588864965,25,2,"tricube",90,4.20462844537772,0.00788728660812447,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,133.687
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,1,20761709,20761708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0293012242079024,0.101485161724591,0.108316588864965,25,2,"tricube",90,4.20462844537772,0.00788728660812447,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,52.863
"s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,2,20762609,20762608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0267260877892234,0.0962450755420702,0.101618083916023,17,2,"tricube",90,5.04113536716168,0.00309554687165379,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,126.435
"s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,2,20762619,20762618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0284554768944591,0.101065015532085,0.107525525479533,25,2,"tricube",90,3.57612508396674,0.00671635409109689,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,33.657
"s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,2,20762709,20762708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.022896631571349,0.0991077003482561,0.106321848304981,15,2,"tricube",90,9.79509700698842,0.00450310811427976,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,133.913
"s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,2,20762709,20762708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.022896631571349,0.0991077003482561,0.106321848304981,15,2,"tricube",90,9.79509700698842,0.00450310811427976,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,51.291
"s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,3,20763609,20763608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0245190654913763,0.094865103653297,0.100331919939294,20,2,"tricube",30,4.19006230586883,0.013187809962545,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,128.365
"s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,3,20763619,20763618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0327334583484449,0.0961755372319929,0.0996065540652112,25,2,"tricube",90,3.3114989231234,0.00520114293991157,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,2,2,2,1,NA,NA,NA,NA,NA,NA,33.244
"s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,3,20763709,20763708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0278726247965118,0.09864944710675,0.106970326469949,19,2,"tricube",30,4.75048168142215,0.0156881281884815,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,134.688
"s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,3,20763709,20763708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263263616542029,0.100244991854505,0.107673514156851,35,2,"tricube",10,2.88319742062233,0.0855336292662486,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,2,3,3,NA,NA,NA,NA,NA,NA,52.218
"s3r_0061__LA_D2_RAW_N500__r01__auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,1,20861609,20861608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296477000811343,0.0932860128046365,0.116641402277607,31,2,"tricube",30,10.9176197192228,0.0255481741774956,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,5,5,5,1,NA,NA,NA,NA,NA,NA,879.088
"s3r_0062__LA_D2_RAW_N500__r01__auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,1,20861619,20861618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0318257866039282,0.0940993487676456,0.108606871188288,30,2,"tricube",30,5.01999589416853,0.0355642752971305,7,8,21,21,8,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,410.265
"s3r_0063__LA_D2_RAW_N500__r01__local_auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,1,20861709,20861708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0760805199031996,0.0592224130826009,0.188426463845171,26,2,"tricube",0.001,11.9574044483516,56.7682170092267,6,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,785.311
"s3r_0064__LA_D2_RAW_N500__r01__local_auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,1,20861709,20861708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.076594068373161,0.0580119987425024,0.20308149902506,25,2,"tricube",0.001,16.4284536290345,54.7954706986784,6,7,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,196.695
"s3r_0065__LA_D2_RAW_N500__r02__auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,2,20862609,20862608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0370734513814488,0.0946246981767295,0.105564354842699,30,2,"tricube",30,5.23341611045432,0.0359796891459655,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,939.12
"s3r_0066__LA_D2_RAW_N500__r02__auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,2,20862619,20862618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0350187523345073,0.0917593308505621,0.107021256628123,30,2,"tricube",10,5.00650717557461,0.0718264453044702,7,8,21,21,8,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,415.479
"s3r_0067__LA_D2_RAW_N500__r02__local_auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,2,20862709,20862708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0738542623355158,0.0567630405433716,0.148028967737152,30,2,"tricube",0.000333333333333333,48.6553146632094,58.999111695424,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,6,6,NA,NA,NA,NA,NA,NA,855.121
"s3r_0068__LA_D2_RAW_N500__r02__local_auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,2,20862709,20862708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0761663421759001,0.0536701473754223,0.151622903012574,25,2,"tricube",0.000333333333333333,15.2397924197027,52.8239604925311,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,202.916
"s3r_0069__LA_D2_RAW_N500__r03__auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863609,20863608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0360859226429217,0.0977923615179918,0.112046350094426,34,2,"tricube",30,10.1833314754054,0.0278500580548772,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,5,5,5,1,NA,NA,NA,NA,NA,NA,941.121
"s3r_0070__LA_D2_RAW_N500__r03__auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863619,20863618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0370027073919802,0.0949048472958448,0.108337026399748,30,2,"tricube",10,5.32246725831333,0.0724458770335502,7,8,21,21,7,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,416.449
"s3r_0071__LA_D2_RAW_N500__r03__local_auto__full","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863709,20863708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.071429144475556,0.0559613875679793,0.161179756584753,30,2,"tricube",0.000333333333333333,57.804955214974,82.2768268791803,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,6,6,NA,NA,NA,NA,NA,NA,865.022
"s3r_0072__LA_D2_RAW_N500__r03__local_auto__screened","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863709,20863708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0692910198123551,0.0594616565576612,0.168363955369618,35,2,"tricube",0.000333333333333333,12.266213631276,90.8912930632993,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,6,6,NA,NA,NA,NA,NA,NA,211.251
"s3r_0073__LA_D2_HC_TOP1_N500__r01__auto__full","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961609,20961608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0693157008481738,0.113972718568398,0.164169163111334,32,2,"tricube",1,7.24168253247976,4.3479605119786,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,433.887
"s3r_0074__LA_D2_HC_TOP1_N500__r01__auto__screened","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961619,20961618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0624854208739848,0.109873767604645,0.155452336629981,35,2,"tricube",1,3.69886417589627,5.99317290328578,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,3,3,3,1,NA,NA,NA,NA,NA,NA,103.169
"s3r_0075__LA_D2_HC_TOP1_N500__r01__local_auto__full","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961709,20961708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0651581885904326,0.106752406889804,0.13189750520833,22,2,"tricube",1,294.805370179932,4.9927125556764,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,3,5,5,NA,NA,NA,NA,NA,NA,602.325
"s3r_0076__LA_D2_HC_TOP1_N500__r01__local_auto__screened","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961709,20961708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0669639410979774,0.108684726318777,0.136041178688611,25,2,"tricube",1,33.4091252244536,6.1685280196828,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,3,5,5,NA,NA,NA,NA,NA,NA,163.629
"s3r_0077__LA_D2_HC_TOP1_N500__r02__auto__full","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962609,20962608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.11903230360362,0.151552297092457,0.17523936601357,34,2,"tricube",10,6.84245240560695,2.14264595301014,6,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,3,3,3,1,NA,NA,NA,NA,NA,NA,462.749
"s3r_0078__LA_D2_HC_TOP1_N500__r02__auto__screened","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962619,20962618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0636550354904109,0.108740938977645,0.139225749784452,35,2,"tricube",1,3.85732556096432,5.35186559516923,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,3,3,3,1,NA,NA,NA,NA,NA,NA,104.043
"s3r_0079__LA_D2_HC_TOP1_N500__r02__local_auto__full","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962709,20962708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.051877803638032,0.0975457277805732,0.126228895695025,35,2,"tricube",0.1,13.16769887705,14.3489673478144,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,3,6,6,NA,NA,NA,NA,NA,NA,550.93
"s3r_0080__LA_D2_HC_TOP1_N500__r02__local_auto__screened","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962709,20962708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.051877803638032,0.0975457277805732,0.126228895695025,35,2,"tricube",0.1,13.16769887705,14.3489673478144,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,3,6,6,NA,NA,NA,NA,NA,NA,156.46
"s3r_0081__LA_D2_HC_TOP1_N500__r03__auto__full","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963609,20963608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.065234158622449,0.1021576772952,0.158783790222653,35,2,"tricube",1,3.48880745019075,5.70804098850536,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,3,3,3,1,NA,NA,NA,NA,NA,NA,441.47
"s3r_0082__LA_D2_HC_TOP1_N500__r03__auto__screened","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963619,20963618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0641492591525941,0.108407991517408,0.154181347036277,35,2,"tricube",1,4.13520191308748,5.30192748139058,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,3,3,3,1,NA,NA,NA,NA,NA,NA,100.934
"s3r_0083__LA_D2_HC_TOP1_N500__r03__local_auto__full","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963709,20963708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0657681748148861,0.118183381466128,0.133169654460404,27,2,"tricube",1,21.5586357326225,6.76930689097816,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,3,5,5,NA,NA,NA,NA,NA,NA,562.593
"s3r_0084__LA_D2_HC_TOP1_N500__r03__local_auto__screened","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963709,20963708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.065547136209943,0.117359262119777,0.133769350120012,25,2,"tricube",1,39.3694861368389,6.30652552433004,5,6,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,3,5,5,NA,NA,NA,NA,NA,NA,154.828
"s3r_0085__LA_D3_RAW_N500__r01__auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061609,21061608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0300368756671572,0.100463647607116,0.136992459048394,17,2,"tricube",90,98.7173093969384,0.00961756733367923,7,8,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,634.445
"s3r_0086__LA_D3_RAW_N500__r01__auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061619,21061618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0316508783353204,0.0825043514764483,0.11734877486019,32,2,"tricube",1,4.08759626692519,0.591924641656038,5,6,21,21,6,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,204.685
"s3r_0087__LA_D3_RAW_N500__r01__local_auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061709,21061708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0645360702826505,0.0602167470880911,0.155421588682302,23,2,"tricube",0.01,54.6667542630119,30.7315843074716,5,6,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,776.367
"s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061709,21061708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0689447561104259,0.0589891953866747,0.212155457700678,25,2,"tricube",0.000111111111111111,20.1910416632621,91.5141828388498,7,8,21,21,4,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,1,4,5,5,NA,NA,NA,NA,NA,NA,202.691
"s3r_0089__LA_D3_RAW_N500__r02__auto__full","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062609,21062608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0298659946617575,0.09116965176479,0.125486332030294,16,2,"tricube",10,289.820244411239,0.0371634436232496,6,7,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,602.305
"s3r_0090__LA_D3_RAW_N500__r02__auto__screened","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062619,21062618,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0275333721195816,0.104293861246847,0.168813407746916,25,2,"tricube",90,9.65834829674535,0.0251409396009614,7,8,21,21,6,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35",500,4,4,4,1,NA,NA,NA,NA,NA,NA,244.562
