"task_id","dataset_id","method","chart_dim_rule","backend_variant","result_path","batch_id","geometry_family","status_path","log_path","status","started_at","finished_at","elapsed_sec","hostname","pid","error_message","error_class"
"bp7x_0103__LA_13K_SUB_N500__local_auto__lps__monomial_tiny_ridge","LA-13K-SUB-N500","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0103__LA_13K_SUB_N500__local_auto__lps__monomial_tiny_ridge.rds","FB09","VALENCIA full phylotype matrix","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0103__LA_13K_SUB_N500__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0103__LA_13K_SUB_N500__local_auto__lps__monomial_tiny_ridge.log","ok","2026-06-06 23:47:09 EDT","2026-06-06 23:48:26 EDT",77.083,"pgajerm4-osx","59892",NA,NA
"bp7x_0104__LA_13K_SUB_N500__local_auto__lps__weighted_qr_drop_tiny","LA-13K-SUB-N500","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0104__LA_13K_SUB_N500__local_auto__lps__weighted_qr_drop_tiny.rds","FB09","VALENCIA full phylotype matrix","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0104__LA_13K_SUB_N500__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0104__LA_13K_SUB_N500__local_auto__lps__weighted_qr_drop_tiny.log","nonfinite_fit","2026-06-06 23:48:36 EDT","2026-06-06 23:49:52 EDT",76.265,"pgajerm4-osx","59992","fit completed but selected fit or observed CV score was nonfinite","nonfinite_fit"
"bp7x_0105__LA_13K_SUB_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","LA-13K-SUB-N500","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0105__LA_13K_SUB_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB09","VALENCIA full phylotype matrix","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0105__LA_13K_SUB_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0105__LA_13K_SUB_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-06 23:49:59 EDT","2026-06-06 23:51:15 EDT",76.186,"pgajerm4-osx","60034",NA,NA
"bp7x_0106__LA_13K_SUB_N500__local_auto__ps_lps__monomial_tiny_ridge","LA-13K-SUB-N500","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0106__LA_13K_SUB_N500__local_auto__ps_lps__monomial_tiny_ridge.rds","FB09","VALENCIA full phylotype matrix","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0106__LA_13K_SUB_N500__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0106__LA_13K_SUB_N500__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-06 23:51:23 EDT","2026-06-07 00:08:18 EDT",1014.322,"pgajerm4-osx","60063",NA,NA
"bp7x_0107__LA_13K_SUB_N500__local_auto__ps_lps__weighted_qr_drop_tiny","LA-13K-SUB-N500","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0107__LA_13K_SUB_N500__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB09","VALENCIA full phylotype matrix","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0107__LA_13K_SUB_N500__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0107__LA_13K_SUB_N500__local_auto__ps_lps__weighted_qr_drop_tiny.log","error",NA,"2026-06-07 03:59:51 EDT",NA,"pgajerm4-osx",NA,"worker process exited nonzero or was killed; see task log","worker_exit_-15"
"bp7x_0108__LA_13K_SUB_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","LA-13K-SUB-N500","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0108__LA_13K_SUB_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB09","VALENCIA full phylotype matrix","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0108__LA_13K_SUB_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0108__LA_13K_SUB_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","error",NA,"2026-06-07 03:59:51 EDT",NA,"pgajerm4-osx",NA,"worker process exited nonzero or was killed; see task log","worker_exit_-15"
"bp7x_0109__SYN_PARA_LINE_N500__auto__lps__monomial_tiny_ridge","SYN-PARA-LINE-N500","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0109__SYN_PARA_LINE_N500__auto__lps__monomial_tiny_ridge.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0109__SYN_PARA_LINE_N500__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0109__SYN_PARA_LINE_N500__auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 00:33:49 EDT","2026-06-07 00:35:14 EDT",84.447,"pgajerm4-osx","61793",NA,NA
"bp7x_0110__SYN_PARA_LINE_N500__auto__lps__weighted_qr_drop_tiny","SYN-PARA-LINE-N500","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0110__SYN_PARA_LINE_N500__auto__lps__weighted_qr_drop_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0110__SYN_PARA_LINE_N500__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0110__SYN_PARA_LINE_N500__auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 00:35:27 EDT","2026-06-07 00:35:40 EDT",12.161,"pgajerm4-osx","61877",NA,NA
"bp7x_0111__SYN_PARA_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny","SYN-PARA-LINE-N500","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0111__SYN_PARA_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0111__SYN_PARA_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0111__SYN_PARA_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 00:35:47 EDT","2026-06-07 00:35:58 EDT",11.041,"pgajerm4-osx","61902",NA,NA
"bp7x_0112__SYN_PARA_LINE_N500__auto__ps_lps__monomial_tiny_ridge","SYN-PARA-LINE-N500","ps_lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0112__SYN_PARA_LINE_N500__auto__ps_lps__monomial_tiny_ridge.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0112__SYN_PARA_LINE_N500__auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0112__SYN_PARA_LINE_N500__auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 00:36:09 EDT","2026-06-07 00:37:36 EDT",86.859,"pgajerm4-osx","61931",NA,NA
"bp7x_0113__SYN_PARA_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny","SYN-PARA-LINE-N500","ps_lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0113__SYN_PARA_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0113__SYN_PARA_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0113__SYN_PARA_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 00:37:48 EDT","2026-06-07 00:58:43 EDT",1255.344,"pgajerm4-osx","62005",NA,NA
"bp7x_0114__SYN_PARA_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-PARA-LINE-N500","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0114__SYN_PARA_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0114__SYN_PARA_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0114__SYN_PARA_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 00:47:24 EDT","2026-06-07 00:57:34 EDT",610.62,"pgajerm4-osx","62223",NA,NA
"bp7x_0115__SYN_PARA_LINE_N500__local_auto__lps__monomial_tiny_ridge","SYN-PARA-LINE-N500","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0115__SYN_PARA_LINE_N500__local_auto__lps__monomial_tiny_ridge.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0115__SYN_PARA_LINE_N500__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0115__SYN_PARA_LINE_N500__local_auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 00:57:45 EDT","2026-06-07 00:58:10 EDT",25.291,"pgajerm4-osx","62668",NA,NA
"bp7x_0116__SYN_PARA_LINE_N500__local_auto__lps__weighted_qr_drop_tiny","SYN-PARA-LINE-N500","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0116__SYN_PARA_LINE_N500__local_auto__lps__weighted_qr_drop_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0116__SYN_PARA_LINE_N500__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0116__SYN_PARA_LINE_N500__local_auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 00:58:20 EDT","2026-06-07 00:58:44 EDT",24.645,"pgajerm4-osx","62703",NA,NA
"bp7x_0117__SYN_PARA_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","SYN-PARA-LINE-N500","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0117__SYN_PARA_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0117__SYN_PARA_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0117__SYN_PARA_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 00:59:14 EDT","2026-06-07 01:00:24 EDT",70.703,"pgajerm4-osx","62732",NA,NA
"bp7x_0118__SYN_PARA_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge","SYN-PARA-LINE-N500","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0118__SYN_PARA_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0118__SYN_PARA_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0118__SYN_PARA_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 00:59:14 EDT","2026-06-07 01:01:37 EDT",143.221,"pgajerm4-osx","62738",NA,NA
"bp7x_0119__SYN_PARA_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny","SYN-PARA-LINE-N500","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0119__SYN_PARA_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0119__SYN_PARA_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0119__SYN_PARA_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 00:59:18 EDT","2026-06-07 01:19:27 EDT",1208.495,"pgajerm4-osx","62800",NA,NA
"bp7x_0120__SYN_PARA_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-PARA-LINE-N500","ps_lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0120__SYN_PARA_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB10","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0120__SYN_PARA_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0120__SYN_PARA_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:00:15 EDT","2026-06-07 01:11:18 EDT",662.076,"pgajerm4-osx","62975",NA,NA
"bp7x_0121__SYN_SADDLE_LINE_N500__auto__lps__monomial_tiny_ridge","SYN-SADDLE-LINE-N500","lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0121__SYN_SADDLE_LINE_N500__auto__lps__monomial_tiny_ridge.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0121__SYN_SADDLE_LINE_N500__auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0121__SYN_SADDLE_LINE_N500__auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 01:00:33 EDT","2026-06-07 01:00:43 EDT",10.069,"pgajerm4-osx","62988",NA,NA
"bp7x_0122__SYN_SADDLE_LINE_N500__auto__lps__weighted_qr_drop_tiny","SYN-SADDLE-LINE-N500","lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0122__SYN_SADDLE_LINE_N500__auto__lps__weighted_qr_drop_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0122__SYN_SADDLE_LINE_N500__auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0122__SYN_SADDLE_LINE_N500__auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:01:01 EDT","2026-06-07 01:01:12 EDT",10.577,"pgajerm4-osx","63008",NA,NA
"bp7x_0123__SYN_SADDLE_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny","SYN-SADDLE-LINE-N500","lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0123__SYN_SADDLE_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0123__SYN_SADDLE_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0123__SYN_SADDLE_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:01:21 EDT","2026-06-07 01:01:32 EDT",10.752,"pgajerm4-osx","63033",NA,NA
"bp7x_0124__SYN_SADDLE_LINE_N500__auto__ps_lps__monomial_tiny_ridge","SYN-SADDLE-LINE-N500","ps_lps","auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0124__SYN_SADDLE_LINE_N500__auto__ps_lps__monomial_tiny_ridge.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0124__SYN_SADDLE_LINE_N500__auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0124__SYN_SADDLE_LINE_N500__auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 01:01:37 EDT","2026-06-07 01:03:03 EDT",85.706,"pgajerm4-osx","63047",NA,NA
"bp7x_0125__SYN_SADDLE_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny","SYN-SADDLE-LINE-N500","ps_lps","auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0125__SYN_SADDLE_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0125__SYN_SADDLE_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0125__SYN_SADDLE_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:01:42 EDT","2026-06-07 01:16:17 EDT",874.957,"pgajerm4-osx","63057",NA,NA
"bp7x_0126__SYN_SADDLE_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny","SYN-SADDLE-LINE-N500","ps_lps","auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0126__SYN_SADDLE_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0126__SYN_SADDLE_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0126__SYN_SADDLE_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:03:13 EDT","2026-06-07 01:13:17 EDT",603.979,"pgajerm4-osx","63110",NA,NA
"bp7x_0127__SYN_SADDLE_LINE_N500__local_auto__lps__monomial_tiny_ridge","SYN-SADDLE-LINE-N500","lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0127__SYN_SADDLE_LINE_N500__local_auto__lps__monomial_tiny_ridge.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0127__SYN_SADDLE_LINE_N500__local_auto__lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0127__SYN_SADDLE_LINE_N500__local_auto__lps__monomial_tiny_ridge.log","ok","2026-06-07 01:11:26 EDT","2026-06-07 01:11:51 EDT",24.883,"pgajerm4-osx","63728",NA,NA
"bp7x_0128__SYN_SADDLE_LINE_N500__local_auto__lps__weighted_qr_drop_tiny","SYN-SADDLE-LINE-N500","lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0128__SYN_SADDLE_LINE_N500__local_auto__lps__weighted_qr_drop_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0128__SYN_SADDLE_LINE_N500__local_auto__lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0128__SYN_SADDLE_LINE_N500__local_auto__lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:11:58 EDT","2026-06-07 01:12:24 EDT",26.075,"pgajerm4-osx","63754",NA,NA
"bp7x_0129__SYN_SADDLE_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","SYN-SADDLE-LINE-N500","lps","local.auto","orthogonal_drop_adaptive_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0129__SYN_SADDLE_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0129__SYN_SADDLE_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0129__SYN_SADDLE_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny.log","ok","2026-06-07 01:12:32 EDT","2026-06-07 01:12:57 EDT",24.881,"pgajerm4-osx","63780",NA,NA
"bp7x_0130__SYN_SADDLE_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge","SYN-SADDLE-LINE-N500","ps_lps","local.auto","monomial_tiny_ridge","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0130__SYN_SADDLE_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0130__SYN_SADDLE_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0130__SYN_SADDLE_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge.log","ok","2026-06-07 01:13:07 EDT","2026-06-07 01:14:49 EDT",101.921,"pgajerm4-osx","63797",NA,NA
"bp7x_0131__SYN_SADDLE_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny","SYN-SADDLE-LINE-N500","ps_lps","local.auto","weighted_qr_drop_tiny","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/results/bp7x_0131__SYN_SADDLE_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny.rds","FB11","synthetic stratified surface/curve","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/status/bp7x_0131__SYN_SADDLE_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_ps_lps_backend_p7x_20260606_001/logs/bp7x_0131__SYN_SADDLE_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny.log","ok","2026-06-07 01:13:26 EDT","2026-06-07 01:28:13 EDT",886.367,"pgajerm4-osx","63818",NA,NA
