"support.size","degree","kernel","chart.dim","cv.rmse.observed","run.label","dataset.id","analysis.sample.policy"
22,1,"tricube",2,0.232832534136956,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
23,1,"tricube",2,0.240105121467742,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
24,1,"tricube",2,0.24603200393357,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
25,1,"tricube",2,0.250930718877503,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
26,1,"tricube",2,0.256684102569485,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
27,1,"tricube",2,0.263174301540083,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
28,1,"tricube",2,0.269819301285253,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
29,1,"tricube",2,0.275686324631694,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
30,1,"tricube",2,0.28149074324763,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
31,1,"tricube",2,0.287283375892597,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
32,1,"tricube",2,0.294895027992451,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
33,1,"tricube",2,0.301637615848276,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
34,1,"tricube",2,0.307786824968116,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
35,1,"tricube",2,0.31325306648098,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
15,2,"tricube",2,0.154903847563134,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
16,2,"tricube",2,0.150859960866445,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
17,2,"tricube",2,0.147669868030601,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
18,2,"tricube",2,0.143636866624884,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
19,2,"tricube",2,0.142495450544721,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
20,2,"tricube",2,0.140752796518111,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
21,2,"tricube",2,0.139380276241411,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
22,2,"tricube",2,0.13786492907081,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
23,2,"tricube",2,0.137354262582317,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
24,2,"tricube",2,0.136994137787066,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
25,2,"tricube",2,0.136581070669446,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
26,2,"tricube",2,0.136519997336265,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
27,2,"tricube",2,0.136241259290821,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
28,2,"tricube",2,0.136622946935986,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
29,2,"tricube",2,0.13663857516695,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
30,2,"tricube",2,0.138507199059802,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
31,2,"tricube",2,0.140322782512716,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
32,2,"tricube",2,0.142049554252661,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
33,2,"tricube",2,0.143497349935492,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
34,2,"tricube",2,0.145335193219088,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
35,2,"tricube",2,0.147148546766291,"auto","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
15,1,"gaussian",2,0.284731694980427,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
16,1,"gaussian",2,0.294977088087601,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
17,1,"gaussian",2,0.306826819925523,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
18,1,"gaussian",2,0.318882664609375,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
19,1,"gaussian",2,0.330740915580729,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
20,1,"gaussian",2,0.343866932682134,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
21,1,"gaussian",2,0.354442342463699,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
22,1,"gaussian",2,0.363542731034934,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
23,1,"gaussian",2,0.374610109203273,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
24,1,"gaussian",2,0.383742340452649,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
25,1,"gaussian",2,0.392802807831058,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
26,1,"gaussian",2,0.403019293863565,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
27,1,"gaussian",2,0.413019883992468,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
28,1,"gaussian",2,0.424206159488895,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
29,1,"gaussian",2,0.433696050333564,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
30,1,"gaussian",2,0.444897501439603,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
31,1,"gaussian",2,0.453784281349439,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
32,1,"gaussian",2,0.464969018941116,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
33,1,"gaussian",2,0.474060788238613,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
34,1,"gaussian",2,0.484166785576126,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
35,1,"gaussian",2,0.492547080758035,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
15,2,"gaussian",2,0.143576200590206,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
16,2,"gaussian",2,0.143137645298586,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
17,2,"gaussian",2,0.144125456294165,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
18,2,"gaussian",2,0.147087996442013,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
19,2,"gaussian",2,0.145576402620467,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
20,2,"gaussian",2,0.148205490301295,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
21,2,"gaussian",2,0.149243831652716,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
22,2,"gaussian",2,0.150535027838315,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
23,2,"gaussian",2,0.153844061311847,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
24,2,"gaussian",2,0.154099244574317,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
25,2,"gaussian",2,0.156843130814978,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
26,2,"gaussian",2,0.160538638487426,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
27,2,"gaussian",2,0.165042598446039,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
28,2,"gaussian",2,0.16914194975713,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
29,2,"gaussian",2,0.172942909998102,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
30,2,"gaussian",2,0.176043696381965,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
31,2,"gaussian",2,0.181644523418165,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
32,2,"gaussian",2,0.183860793949684,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
33,2,"gaussian",2,0.187092335924198,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
34,2,"gaussian",2,0.189769324052133,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
35,2,"gaussian",2,0.195003330038603,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
15,1,"tricube",2,0.189109867688867,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
16,1,"tricube",2,0.194289656941186,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
17,1,"tricube",2,0.19868273588449,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
18,1,"tricube",2,0.20553104488722,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
19,1,"tricube",2,0.212473049411126,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
20,1,"tricube",2,0.220565636605672,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
21,1,"tricube",2,0.225980657961812,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
22,1,"tricube",2,0.232832534136956,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
23,1,"tricube",2,0.240105121467742,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
24,1,"tricube",2,0.24603200393357,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
25,1,"tricube",2,0.250930718877503,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
26,1,"tricube",2,0.256684102569485,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
27,1,"tricube",2,0.263174301540083,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
28,1,"tricube",2,0.269819301285253,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
29,1,"tricube",2,0.275686324631694,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
30,1,"tricube",2,0.28149074324763,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
31,1,"tricube",2,0.287283375892597,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
32,1,"tricube",2,0.294895027992451,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
33,1,"tricube",2,0.301637615848276,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
34,1,"tricube",2,0.307786824968115,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
35,1,"tricube",2,0.31325306648098,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
15,2,"tricube",2,0.154903847563134,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
16,2,"tricube",2,0.150859960866445,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
17,2,"tricube",2,0.147669868030601,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
18,2,"tricube",2,0.143636866624884,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
19,2,"tricube",2,0.142495450544721,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
20,2,"tricube",2,0.140752796518111,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
21,2,"tricube",2,0.139380276241411,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
22,2,"tricube",2,0.13786492907081,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
23,2,"tricube",2,0.137354262582317,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
24,2,"tricube",2,0.136994137787066,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
25,2,"tricube",2,0.136581070669446,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
26,2,"tricube",2,0.136519997336265,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
27,2,"tricube",2,0.136241259290821,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
28,2,"tricube",2,0.136622946935986,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
29,2,"tricube",2,0.13663857516695,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
30,2,"tricube",2,0.138507199059802,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
31,2,"tricube",2,0.140322782512716,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
32,2,"tricube",2,0.142049554252661,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
33,2,"tricube",2,0.143497349935492,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
34,2,"tricube",2,0.145335193219088,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
35,2,"tricube",2,0.147148546766291,"cpp.local.pca","p7d_hd2_latent_three_gaussian_v1__noise_sd010_r01","full_dataset"
15,1,"gaussian",3,0.483448341677748,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
16,1,"gaussian",3,0.489946990856378,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
17,1,"gaussian",3,0.500231372082782,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
18,1,"gaussian",3,0.512181563308567,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
19,1,"gaussian",3,0.523782081601844,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
20,1,"gaussian",3,0.533398714589248,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
21,1,"gaussian",3,0.537222712988456,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
22,1,"gaussian",3,0.5506740599173,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
23,1,"gaussian",3,0.558569619529316,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
24,1,"gaussian",3,0.566534967709046,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
25,1,"gaussian",3,0.576069562954299,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
26,1,"gaussian",3,0.588571820145029,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
27,1,"gaussian",3,0.596257212878155,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
28,1,"gaussian",3,0.602119172259675,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
29,1,"gaussian",3,0.608960195676094,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
30,1,"gaussian",3,0.613201347137538,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
31,1,"gaussian",3,0.618004470827739,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
32,1,"gaussian",3,0.624882044343685,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
33,1,"gaussian",3,0.63056875858173,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
34,1,"gaussian",3,0.638264346254397,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
35,1,"gaussian",3,0.64355830111913,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
15,2,"gaussian",3,0.315949539589578,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
16,2,"gaussian",3,0.302554692373095,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
17,2,"gaussian",3,0.280463702702289,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
18,2,"gaussian",3,0.285406028573357,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
19,2,"gaussian",3,0.298629780326671,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
20,2,"gaussian",3,0.285568538865753,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
21,2,"gaussian",3,0.305588839274498,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
22,2,"gaussian",3,0.303470017527011,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
23,2,"gaussian",3,0.311887342251194,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
24,2,"gaussian",3,0.318787223121601,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
25,2,"gaussian",3,0.326332772559753,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
26,2,"gaussian",3,0.313822600371259,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
27,2,"gaussian",3,0.305833330645718,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
28,2,"gaussian",3,0.30946510324918,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
29,2,"gaussian",3,0.313480077237666,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
30,2,"gaussian",3,0.308865108738005,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
31,2,"gaussian",3,0.314194193637254,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
32,2,"gaussian",3,0.316801049480498,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
33,2,"gaussian",3,0.325647125219345,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
34,2,"gaussian",3,0.326602108875529,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
35,2,"gaussian",3,0.333498914524662,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
15,1,"tricube",3,0.362814706184263,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
16,1,"tricube",3,0.365500083732853,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
17,1,"tricube",3,0.368990063671498,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
18,1,"tricube",3,0.373172742441316,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
19,1,"tricube",3,0.377248555431268,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
20,1,"tricube",3,0.381564761954143,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
21,1,"tricube",3,0.385540514299052,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
22,1,"tricube",3,0.390174824392626,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
23,1,"tricube",3,0.39715533955047,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
24,1,"tricube",3,0.402435609504407,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
25,1,"tricube",3,0.40840369945693,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
26,1,"tricube",3,0.413610268839203,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
27,1,"tricube",3,0.41992831039379,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
28,1,"tricube",3,0.425977879316044,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
29,1,"tricube",3,0.432593734713209,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
30,1,"tricube",3,0.437068473260929,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
31,1,"tricube",3,0.441987539214273,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
32,1,"tricube",3,0.447840407755252,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
33,1,"tricube",3,0.453036895844967,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
34,1,"tricube",3,0.456942747716311,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
35,1,"tricube",3,0.460663573212103,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
15,2,"tricube",3,0.472884880527341,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
16,2,"tricube",3,0.37786820332251,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
17,2,"tricube",3,0.341820739147663,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
18,2,"tricube",3,0.316130583960651,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
19,2,"tricube",3,0.298606034805017,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
20,2,"tricube",3,0.28530592245645,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
21,2,"tricube",3,0.275433243394298,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
22,2,"tricube",3,0.269077099530913,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
23,2,"tricube",3,0.262945345368339,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
24,2,"tricube",3,0.260516577797615,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
25,2,"tricube",3,0.253232976340614,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
26,2,"tricube",3,0.25220442095866,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
27,2,"tricube",3,0.252244894214507,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
28,2,"tricube",3,0.251358711242949,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
29,2,"tricube",3,0.250441851198048,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
30,2,"tricube",3,0.250790336626787,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
31,2,"tricube",3,0.251611239579143,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
32,2,"tricube",3,0.252663562545178,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
33,2,"tricube",3,0.252290872991707,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
34,2,"tricube",3,0.253452507924051,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
35,2,"tricube",3,0.25425709253879,"auto","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
15,1,"gaussian",3,0.483448341677747,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
16,1,"gaussian",3,0.489946990856379,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
17,1,"gaussian",3,0.500231372082782,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
18,1,"gaussian",3,0.512181563308567,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
19,1,"gaussian",3,0.523782081601844,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
20,1,"gaussian",3,0.533398714589248,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
21,1,"gaussian",3,0.537222712988456,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
22,1,"gaussian",3,0.5506740599173,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
23,1,"gaussian",3,0.558569619529316,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
24,1,"gaussian",3,0.566534967709046,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
25,1,"gaussian",3,0.576069562954299,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
26,1,"gaussian",3,0.588571820145029,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
27,1,"gaussian",3,0.596257212878155,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
28,1,"gaussian",3,0.602119172259675,"cpp.local.pca","p7d_hd3_latent_four_gaussian_v1__noise_sd010_r01","full_dataset"
