"batch_id","dataset_id","chart_dim_rule","lambda_ridge","lambda_sync","status","error","support_size","degree","kernel","chart_dim_summary","cv_rmse_observed","observed_rmse","truth_rmse","total_local_gcv","sync_energy","mean_sync_squared_disagreement","ridge_median","ridge_max","elapsed_sec","selected_by_cv","requested_zero_ridge_fallback"
"FB13","SYN-SIMPLEX-FACES-N600","auto",1e-06,10,"ok",,16,2,"tricube",3,0.104471011047464,0.0912852161322442,0.0303888136360034,15.3302447975638,0.0364467704472098,4.05154775957933e-06,0.00519160399406083,0.00519160399406083,5.1099999999999,TRUE,FALSE
"FB13","SYN-SIMPLEX-FACES-N600","local.auto",0,10,"ok",,33,2,"gaussian",3,0.103275325687358,0.0909592173858167,0.0312509015750163,7.44626681770558,0.313168315133865,1.57846933158633e-05,0,0,17.281,TRUE,FALSE
"FB13","SYN-SIMPLEX-FACES-N600","local.auto",1e-10,10,"ok",,33,2,"gaussian",3,0.102460484486357,0.0919447191523408,0.0299679940291724,7.62971462243699,0.258731005231883,1.30408772903625e-05,1.09126080066047e-06,1.09126080066047e-06,16.5020000000002,TRUE,FALSE
"FB13","SYN-SIMPLEX-FACES-N600","local.auto",1e-08,10,"ok",,33,2,"gaussian",3,0.102293774686444,0.0927205990769929,0.0280821611491627,7.74709117829673,0.224103943006558,1.12955616525961e-05,0.000109126080066047,0.000109126080066047,16.547,TRUE,FALSE
"FB13","SYN-SIMPLEX-FACES-N600","local.auto",1e-06,10,"ok",,33,2,"gaussian",3,0.10226142134494,0.0954069024163521,0.0239355961030264,8.14923496339742,0.16907725033988,8.52203883449592e-06,0.0109126080066047,0.0109126080066047,17.1410000000001,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","auto",0,10,"ok",,35,2,"gaussian",6,0.307103074963731,0.0640919282536656,0.060037135170909,56.5092984093978,0.752942397659811,4.37859036121714e-05,0,0,18.722,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","auto",1e-10,10,"ok",,35,2,"gaussian",6,0.257816608237021,0.064241207716223,0.0598608535312607,56.7244461310987,0.739815982113654,4.30225623955475e-05,3.25566749690526e-06,3.25566749690526e-06,17.6890000000001,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","auto",1e-08,10,"ok",,35,2,"gaussian",6,0.160424274887138,0.068587664238269,0.0556293996979524,63.007551656948,0.548033294494304,3.18698124631708e-05,0.000325566749690526,0.000325566749690526,18.0990000000002,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","auto",1e-06,10,"ok",,35,2,"gaussian",6,0.113328873680832,0.0811646648186357,0.0446657017643483,80.0135668041936,0.348349435587469,2.02575852514001e-05,0.0325566749690526,0.0325566749690526,17.9400000000001,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto",0,10,"ok",,35,2,"gaussian",6,0.12014360163011,0.0740129611822644,0.0512677963986663,51.022729740886,0.944065967953594,5.49003238558812e-05,0,0,17.201,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto",1e-10,10,"ok",,35,2,"gaussian",6,0.119954104333116,0.0741048847236766,0.0511924158805906,51.1749061157791,0.935418493215987,5.43974467479824e-05,3.25566749690526e-06,3.25566749690526e-06,16.7460000000001,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto",1e-08,10,"ok",,35,2,"gaussian",6,0.118103071715179,0.0767840075893711,0.0491317538071597,55.5335090813563,0.776696002340306,4.51672483846458e-05,0.000325566749690526,0.000325566749690526,18.424,TRUE,FALSE
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto",1e-06,10,"ok",,35,2,"gaussian",6,0.111708661337378,0.0845145023041396,0.0432911255340717,66.867274463388,0.583330186461263,3.39224347013101e-05,0.0325566749690526,0.0325566749690526,17.8850000000002,TRUE,FALSE
