"support.size","degree","kernel","chart.dim","cv.rmse.observed","run.label","dataset.id"
16,1,"gaussian",2,0.3017367158824,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
17,1,"gaussian",2,0.316632253758931,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
18,1,"gaussian",2,0.330373359937158,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
19,1,"gaussian",2,0.343432497261937,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
20,1,"gaussian",2,0.354451481761661,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
21,1,"gaussian",2,0.367603355291209,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
22,1,"gaussian",2,0.379333049053172,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
23,1,"gaussian",2,0.393392333044618,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
24,1,"gaussian",2,0.400334182263061,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
25,1,"gaussian",2,0.408989262419348,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
26,1,"gaussian",2,0.420499986206402,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
27,1,"gaussian",2,0.430631052599696,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
28,1,"gaussian",2,0.442558480123856,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
29,1,"gaussian",2,0.452459041098252,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
30,1,"gaussian",2,0.460651618003932,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
31,1,"gaussian",2,0.470393587651652,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
32,1,"gaussian",2,0.478922131845716,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
33,1,"gaussian",2,0.487852421363182,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
34,1,"gaussian",2,0.497443735044381,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
35,1,"gaussian",2,0.506617026091502,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
15,2,"gaussian",2,0.142382300029099,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
16,2,"gaussian",2,0.138757413474027,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
17,2,"gaussian",2,0.142467202293085,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
18,2,"gaussian",2,0.143264004606617,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
19,2,"gaussian",2,0.149869679821938,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
20,2,"gaussian",2,0.151515560883711,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
21,2,"gaussian",2,0.153251105420959,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
22,2,"gaussian",2,0.158630752242589,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
23,2,"gaussian",2,0.16255339228879,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
24,2,"gaussian",2,0.167674583477231,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
25,2,"gaussian",2,0.168048481492961,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
26,2,"gaussian",2,0.171668059066664,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
27,2,"gaussian",2,0.175609610808922,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
28,2,"gaussian",2,0.17806316686125,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
29,2,"gaussian",2,0.183910581938923,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
30,2,"gaussian",2,0.188813221174709,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
31,2,"gaussian",2,0.191542084870922,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
32,2,"gaussian",2,0.197075577359598,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
33,2,"gaussian",2,0.201571788635134,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
34,2,"gaussian",2,0.203747016081271,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
35,2,"gaussian",2,0.207461295325923,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
15,1,"tricube",2,0.1987554731746,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
16,1,"tricube",2,0.204396313403783,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
17,1,"tricube",2,0.209749538124016,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
18,1,"tricube",2,0.215768707028456,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
19,1,"tricube",2,0.219677106862096,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
20,1,"tricube",2,0.224180274731501,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
21,1,"tricube",2,0.229584620622119,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
22,1,"tricube",2,0.234820342071097,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
23,1,"tricube",2,0.244652009212181,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
24,1,"tricube",2,0.249445872868789,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
25,1,"tricube",2,0.25594007208386,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
26,1,"tricube",2,0.261770349770069,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
27,1,"tricube",2,0.268600115379893,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
28,1,"tricube",2,0.27473580273006,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
29,1,"tricube",2,0.281675881666371,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
30,1,"tricube",2,0.287717931988543,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
31,1,"tricube",2,0.29354241652909,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
32,1,"tricube",2,0.301598899728983,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
33,1,"tricube",2,0.310181518260765,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
34,1,"tricube",2,0.315921169130286,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
35,1,"tricube",2,0.322747459545727,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
15,2,"tricube",2,0.148144122450396,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
16,2,"tricube",2,0.145439927322556,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
17,2,"tricube",2,0.142139317097379,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
18,2,"tricube",2,0.140256302138751,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
19,2,"tricube",2,0.137916012808229,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
20,2,"tricube",2,0.136329471417642,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
21,2,"tricube",2,0.135193235440257,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
22,2,"tricube",2,0.134031247575109,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
23,2,"tricube",2,0.13317946557616,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
24,2,"tricube",2,0.132905737901347,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
25,2,"tricube",2,0.133271446191131,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
26,2,"tricube",2,0.134085192801996,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
27,2,"tricube",2,0.134962131182214,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
28,2,"tricube",2,0.136494905996894,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
29,2,"tricube",2,0.138090127178717,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
30,2,"tricube",2,0.139444025834771,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
31,2,"tricube",2,0.141578783431371,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
32,2,"tricube",2,0.144315929940172,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
33,2,"tricube",2,0.146783562245987,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
34,2,"tricube",2,0.149030630143832,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
35,2,"tricube",2,0.151349264179384,"cpp.local.pca","p7d_square_aniso_three_gaussian_v1__noise_sd010_r01"
15,1,"gaussian",2,0.293559653881397,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,1,"gaussian",2,0.308429246339966,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,1,"gaussian",2,0.318234020225017,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,1,"gaussian",2,0.328789358865846,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,1,"gaussian",2,0.33753481636151,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,1,"gaussian",2,0.347579453286843,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,1,"gaussian",2,0.355861578631363,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,1,"gaussian",2,0.364568115437114,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,1,"gaussian",2,0.373433379437812,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,1,"gaussian",2,0.384188818743957,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,1,"gaussian",2,0.392452628300933,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,1,"gaussian",2,0.401673304875854,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,1,"gaussian",2,0.412523107936753,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,1,"gaussian",2,0.419538858105277,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,1,"gaussian",2,0.428528935580541,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,1,"gaussian",2,0.438981225138534,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,1,"gaussian",2,0.447947651299659,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,1,"gaussian",2,0.454573723825554,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,1,"gaussian",2,0.462466286602145,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,1,"gaussian",2,0.470766156803582,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,1,"gaussian",2,0.480644390416054,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,2,"gaussian",2,0.136003722021833,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,2,"gaussian",2,0.135934728527802,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,2,"gaussian",2,0.136684862826978,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,2,"gaussian",2,0.138359648637007,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,2,"gaussian",2,0.138245671452648,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,2,"gaussian",2,0.140553756003043,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,2,"gaussian",2,0.143874846914014,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,2,"gaussian",2,0.147412267449671,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,2,"gaussian",2,0.152183818371827,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,2,"gaussian",2,0.159330745771958,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,2,"gaussian",2,0.166436927238674,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,2,"gaussian",2,0.168974696798943,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,2,"gaussian",2,0.173996610699298,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,2,"gaussian",2,0.176752053557807,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,2,"gaussian",2,0.181452285055634,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,2,"gaussian",2,0.186462734353514,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,2,"gaussian",2,0.187620968491366,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,2,"gaussian",2,0.192413860235434,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,2,"gaussian",2,0.194325776581767,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,2,"gaussian",2,0.20116915630999,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,2,"gaussian",2,0.207667445818914,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,1,"tricube",2,0.204797123003122,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,1,"tricube",2,0.212478009687545,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,1,"tricube",2,0.218912678606713,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,1,"tricube",2,0.224906787262772,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,1,"tricube",2,0.231197004522873,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,1,"tricube",2,0.236910640452911,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,1,"tricube",2,0.243196193843763,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,1,"tricube",2,0.249949766304078,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,1,"tricube",2,0.25589128483029,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,1,"tricube",2,0.262142421225233,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,1,"tricube",2,0.268206235832613,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,1,"tricube",2,0.273274687035449,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,1,"tricube",2,0.278651698933371,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,1,"tricube",2,0.283380069222076,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,1,"tricube",2,0.288733907054416,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,1,"tricube",2,0.294477333022786,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,1,"tricube",2,0.300292044963405,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,1,"tricube",2,0.304675527718293,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,1,"tricube",2,0.31008151174887,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,1,"tricube",2,0.315703295003711,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,1,"tricube",2,0.321898980455462,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,2,"tricube",2,0.131446640013445,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,2,"tricube",2,0.129627745425311,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,2,"tricube",2,0.12772929273286,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,2,"tricube",2,0.127174195496397,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,2,"tricube",2,0.126179147138114,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,2,"tricube",2,0.126175468483787,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,2,"tricube",2,0.1260389438013,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,2,"tricube",2,0.126684356828211,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,2,"tricube",2,0.127826549265239,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,2,"tricube",2,0.128562592518731,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,2,"tricube",2,0.12936485713121,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,2,"tricube",2,0.130114031854193,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,2,"tricube",2,0.131582767926063,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,2,"tricube",2,0.133744298227392,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,2,"tricube",2,0.135221373910885,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,2,"tricube",2,0.137102041987327,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,2,"tricube",2,0.139071083070423,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,2,"tricube",2,0.14069241455802,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,2,"tricube",2,0.142864026516964,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,2,"tricube",2,0.144679952634095,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,2,"tricube",2,0.146974985378843,"auto","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,1,"gaussian",2,0.293559653881397,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,1,"gaussian",2,0.308429246339966,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,1,"gaussian",2,0.318234020225017,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,1,"gaussian",2,0.328789358865846,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,1,"gaussian",2,0.33753481636151,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,1,"gaussian",2,0.347579453286843,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,1,"gaussian",2,0.355861578631363,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,1,"gaussian",2,0.364568115437114,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,1,"gaussian",2,0.373433379437812,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,1,"gaussian",2,0.384188818743957,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,1,"gaussian",2,0.392452628300933,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,1,"gaussian",2,0.401673304875854,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,1,"gaussian",2,0.412523107936753,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,1,"gaussian",2,0.419538858105277,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,1,"gaussian",2,0.428528935580541,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,1,"gaussian",2,0.438981225138534,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,1,"gaussian",2,0.447947651299659,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,1,"gaussian",2,0.454573723825554,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,1,"gaussian",2,0.462466286602144,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,1,"gaussian",2,0.470766156803582,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,1,"gaussian",2,0.480644390416054,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,2,"gaussian",2,0.136003722021833,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,2,"gaussian",2,0.135934728527802,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,2,"gaussian",2,0.136684862826978,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,2,"gaussian",2,0.138359648637007,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,2,"gaussian",2,0.138245671452648,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,2,"gaussian",2,0.140553756003043,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,2,"gaussian",2,0.143874846914014,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,2,"gaussian",2,0.147412267449671,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,2,"gaussian",2,0.152183818371827,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,2,"gaussian",2,0.159330745771958,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,2,"gaussian",2,0.166436927238674,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,2,"gaussian",2,0.168974696798943,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,2,"gaussian",2,0.173996610699298,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,2,"gaussian",2,0.176752053557807,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,2,"gaussian",2,0.181452285055634,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,2,"gaussian",2,0.186462734353514,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,2,"gaussian",2,0.187620968491366,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,2,"gaussian",2,0.192413860235434,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,2,"gaussian",2,0.194325776581767,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,2,"gaussian",2,0.20116915630999,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,2,"gaussian",2,0.207667445818914,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,1,"tricube",2,0.204797123003122,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
16,1,"tricube",2,0.212478009687545,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
17,1,"tricube",2,0.218912678606713,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
18,1,"tricube",2,0.224906787262772,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
19,1,"tricube",2,0.231197004522873,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
20,1,"tricube",2,0.236910640452911,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
21,1,"tricube",2,0.243196193843763,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
22,1,"tricube",2,0.249949766304078,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
23,1,"tricube",2,0.25589128483029,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
24,1,"tricube",2,0.262142421225233,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
25,1,"tricube",2,0.268206235832613,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
26,1,"tricube",2,0.273274687035449,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
27,1,"tricube",2,0.278651698933371,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
28,1,"tricube",2,0.283380069222076,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
29,1,"tricube",2,0.288733907054416,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
30,1,"tricube",2,0.294477333022786,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
31,1,"tricube",2,0.300292044963405,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
32,1,"tricube",2,0.304675527718293,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
33,1,"tricube",2,0.31008151174887,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
34,1,"tricube",2,0.315703295003711,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
35,1,"tricube",2,0.321898980455462,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
15,2,"tricube",2,0.131446640013445,"cpp.local.pca","p7d_paraboloid_latent_three_gaussian_v1__noise_sd010_r01"
