"pair_id","dataset_id","geometry_family","repetition","chart_dim_rule","response_seed_match","fold_seed_match","full_status","screened_status","pair_status","pair_complete","pair_exclusion_reason","truth_rmse_full","truth_rmse_screened","delta_truth_rmse","cv_rmse_full","cv_rmse_screened","delta_cv_rmse","elapsed_full","elapsed_screened","elapsed_ratio_screened_full","support_full","support_screened","lambda_full","lambda_screened","full_candidate_key","screened_candidate_key","screened_evaluated_candidate_keys","screened_evaluated_supports","full_support_in_screened_evaluated_supports","full_candidate_key_in_screened_evaluated_candidates","support_match","lambda_match","full_candidates_evaluated","screened_candidates_evaluated","candidate_key_matching_available"
"LA_D2_RAW_N500__r01__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",1,"local.auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.0760805199031996,0.076594068373161,0.000513548469961392,0.188426463845171,0.20308149902506,0.014655035179889,306.639,76.011,0.247884319998435,26,25,0.001,0.001,"26|2|tricube","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",FALSE,FALSE,FALSE,TRUE,21,4,TRUE
"LA_D2_RAW_N500__r02__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",2,"auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.0370734513814488,0.0370734513814488,0,0.105564354842699,0.105564354842699,0,364.204,161.989,0.444775455513943,30,30,30,30,"30|2|tricube","30|2|tricube","15|2|tricube;25|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;34|2|tricube;35|2|tricube","15;25;29;30;31;34;35",TRUE,TRUE,TRUE,TRUE,21,7,TRUE
"LA_D2_RAW_N500__r02__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",2,"local.auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.0738542623355158,0.0761663421759001,0.00231207984038428,0.148028967737152,0.151622903012574,0.00359393527542246,344.178,77.716,0.225801765365596,30,25,0.000333333333333333,0.000333333333333333,"30|2|tricube","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",FALSE,FALSE,FALSE,TRUE,21,4,TRUE
"LA_D2_RAW_N500__r03__auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",3,"auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.0360859226429217,0.0364247113344517,0.00033878869153,0.112046350094426,0.112130984437088,8.4634342662343e-05,364.485,134.697,0.369554302646199,34,35,30,30,"34|2|tricube","35|2|tricube","15|2|tricube;25|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;35|2|tricube","15;25;29;30;31;35",FALSE,FALSE,FALSE,TRUE,21,6,TRUE
"LA_D2_RAW_N500__r03__local_auto","LA-D2-RAW-N500","VALENCIA depth2 dCST",3,"local.auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.071429144475556,0.0692910198123551,-0.00213812466320086,0.161179756584753,0.168363955369618,0.00718419878486445,342.207,79.034,0.230953779437592,30,35,0.000333333333333333,0.000333333333333333,"30|2|tricube","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",FALSE,FALSE,FALSE,TRUE,21,4,TRUE
"LA_D2_HC_TOP1_N500__r01__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",1,"auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.0693157008481738,0.12471563522568,0.0553999343775059,0.164169163111334,0.189430897446123,0.0252617343347895,172.416,41.214,0.239038140311804,32,35,1,10,"32|2|tricube","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",FALSE,FALSE,FALSE,FALSE,21,4,TRUE
"LA_D2_HC_TOP1_N500__r01__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",1,"local.auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.0651581885904326,0.0669639410979774,0.00180575250754476,0.13189750520833,0.136041178688611,0.00414367348028041,237.771,64.234,0.270150691211292,22,25,1,1,"22|2|tricube","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",FALSE,FALSE,FALSE,TRUE,21,4,TRUE
"LA_D2_HC_TOP1_N500__r02__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",2,"auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.11903230360362,0.118901041919027,-0.000131261684593015,0.17523936601357,0.175527044857663,0.000287678844092226,185.171,43.737,0.236197892758585,34,35,10,10,"34|2|tricube","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",FALSE,FALSE,FALSE,TRUE,21,4,TRUE
"LA_D2_HC_TOP1_N500__r02__local_auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",2,"local.auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.051877803638032,0.051877803638032,0,0.126228895695025,0.126228895695025,0,211.071,60.618,0.28719246130449,35,35,0.1,0.1,"35|2|tricube","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",TRUE,TRUE,TRUE,TRUE,21,4,TRUE
"LA_D2_HC_TOP1_N500__r03__auto","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",3,"auto",TRUE,TRUE,"ok","ok","complete_ok",TRUE,NA,0.065234158622449,0.065234158622449,0,0.158783790222653,0.158783790222653,0,169.804,39.859,0.23473534192363,35,35,1,1,"35|2|tricube","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube","15;16;25;35",TRUE,TRUE,TRUE,TRUE,21,4,TRUE
