"local.candidate.id","support.size","degree","kernel","chart.dim","chart.dim.mode","selected.lambda.sync","selected.lambda.ridge","selected.cv.rmse.observed","selected.total.local.gcv.ps","selected.sync.energy","selected.mean.sync.squared.disagreement","evaluated.lambda.count","unique.lambda.count","boundary.expansion.count","local.candidate.elapsed.sec","lambda.search.elapsed.sec","frame.prep.elapsed.sec","system.cache.elapsed.sec","fold.component.cache.elapsed.sec","final.solve.elapsed.sec","local.candidate.status","screening.cv.rmse.observed","screening.rank","screening.reason","task_id","pair_id","search_policy","chart_dim_rule","candidate_key"
1,15,2,"tricube",2,"local.auto",30,0,0.104051431049377,9.51283281852171,0.0135791974361291,8.8714854063119e-07,8,8,2,2.648,1.777,0.085,0.0130000000000001,0.31,0.0260000000000007,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","15|2|tricube"
2,16,2,"tricube",2,"local.auto",90,0,0.104090246272745,120.88461210638,0.00516061157956916,3.11610558158725e-07,8,8,2,2.848,1.983,0.0880000000000001,0.0129999999999999,0.254,0.0339999999999998,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","16|2|tricube"
3,17,2,"tricube",2,"local.auto",90,0,0.104166834339149,21.6923765687578,0.00642092720361516,3.61134693949897e-07,8,8,2,2.578,1.764,0.0790000000000006,0.00900000000000034,0.293,0.0329999999999995,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","17|2|tricube"
4,18,2,"tricube",2,"local.auto",30,0,0.103230302254622,12.9113978513448,0.0165822109616201,8.63878085107724e-07,8,8,2,2.656,1.806,0.0790000000000006,0.0080000000000009,0.337999999999999,0.032,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","18|2|tricube"
5,19,2,"tricube",2,"local.auto",30,0,0.102956090786362,9.47738678313967,0.0180631078589565,8.83213261434806e-07,8,8,2,2.706,1.855,0.0890000000000004,0.00900000000000034,0.292999999999999,0.0410000000000004,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","19|2|tricube"
6,20,2,"tricube",2,"local.auto",90,0,0.103354442275034,8.13500413473166,0.0101291850209913,4.66006441850778e-07,8,8,2,2.6,1.776,0.0790000000000006,0.0080000000000009,0.304,0.032,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","20|2|tricube"
7,21,2,"tricube",2,"local.auto",90,0,0.102782046755203,6.90938182847759,0.0080938338276045,3.52192495447411e-07,8,8,2,3.015,2.119,0.0869999999999997,0.00900000000000034,0.345000000000002,0.0370000000000026,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","21|2|tricube"
8,22,2,"tricube",2,"local.auto",90,0,0.102748328124199,6.42758358040196,0.00794421467679227,3.27718528249543e-07,8,8,2,3.019,2.075,0.0839999999999996,0.00900000000000034,0.369,0.0390000000000015,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","22|2|tricube"
9,23,2,"tricube",2,"local.auto",90,0,0.102630078351433,5.78859528175446,0.00790524305669993,3.10006905057335e-07,8,8,2,2.899,1.942,0.0820000000000007,0.00799999999999912,0.442,0.0310000000000024,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","23|2|tricube"
10,24,2,"tricube",2,"local.auto",90,0,0.10253994110607,5.28611044407896,0.00871756231384034,3.25944809246042e-07,8,8,2,2.975,1.968,0.0869999999999997,0.00899999999999679,0.458000000000002,0.0350000000000001,"evaluated",NA,NA,"full_search","s3r_0003__LA_D1_RAW_N500__r01__local_auto__full","LA_D1_RAW_N500__r01__local_auto","full","local.auto","24|2|tricube"
