"task_id","pair_id","batch_id","dataset_id","geometry_family","n","p","repetition","pair_seed_base","pair_response_seed","pair_fold_seed","response_seed","fold_seed","sigma","method","chart_dim_rule","search_policy","backend_variant","design_basis","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","selected_total_local_gcv_ps","selected_sync_energy","finite_cv_candidates","total_cv_candidates","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","timing_frame_prep_sec","timing_system_cache_sec","timing_fold_cache_sec","timing_lambda_search_sec","timing_final_solve_sec","timing_total_fit_sec","elapsed_sec","local_candidates_total","local_candidates_evaluated","local_candidates_finite","local_candidates_evaluated_supports","selected_candidate_key","evaluated_candidate_keys"
"s3r_0067__LA_D2_RAW_N500__r02__local_auto__full","LA_D2_RAW_N500__r02__local_auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,2,20862707,20862709,20862708,20862709,20862708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0738542623355158,0.0567630405433716,0.148028967737152,30,2,"tricube",0.000333333333333333,48.6553146632094,58.999111695424,7,8,500,1,4,6,6,NA,NA,NA,NA,NA,NA,344.178,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","30|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0068__LA_D2_RAW_N500__r02__local_auto__screened","LA_D2_RAW_N500__r02__local_auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,2,20862707,20862709,20862708,20862709,20862708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0761663421759001,0.0536701473754223,0.151622903012574,25,2,"tricube",0.000333333333333333,15.2397924197027,52.8239604925311,7,8,500,1,4,5,5,NA,NA,NA,NA,NA,NA,77.716,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0069__LA_D2_RAW_N500__r03__auto__full","LA_D2_RAW_N500__r03__auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863607,20863609,20863608,20863609,20863608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0360859226429217,0.0977923615179918,0.112046350094426,34,2,"tricube",30,10.1833314754054,0.0278500580548772,7,8,500,5,5,5,1,NA,NA,NA,NA,NA,NA,364.485,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","34|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0070__LA_D2_RAW_N500__r03__auto__screened","LA_D2_RAW_N500__r03__auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863607,20863609,20863608,20863609,20863608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0364247113344517,0.097971505161275,0.112130984437088,35,2,"tricube",30,9.33637956646774,0.0287895033885715,7,8,500,5,5,5,1,NA,NA,NA,NA,NA,NA,134.697,21,6,6,"15;25;29;30;31;35","35|2|tricube","15|2|tricube;25|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;35|2|tricube"
"s3r_0071__LA_D2_RAW_N500__r03__local_auto__full","LA_D2_RAW_N500__r03__local_auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863707,20863709,20863708,20863709,20863708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.071429144475556,0.0559613875679793,0.161179756584753,30,2,"tricube",0.000333333333333333,57.804955214974,82.2768268791803,7,8,500,1,4,6,6,NA,NA,NA,NA,NA,NA,342.207,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","30|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0072__LA_D2_RAW_N500__r03__local_auto__screened","LA_D2_RAW_N500__r03__local_auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,3,20863707,20863709,20863708,20863709,20863708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0692910198123551,0.0594616565576612,0.168363955369618,35,2,"tricube",0.000333333333333333,12.266213631276,90.8912930632993,7,8,500,1,4,6,6,NA,NA,NA,NA,NA,NA,79.034,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0073__LA_D2_HC_TOP1_N500__r01__auto__full","LA_D2_HC_TOP1_N500__r01__auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961607,20961609,20961608,20961609,20961608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0693157008481738,0.113972718568398,0.164169163111334,32,2,"tricube",1,7.24168253247976,4.3479605119786,5,6,500,4,4,4,1,NA,NA,NA,NA,NA,NA,172.416,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","32|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0074__LA_D2_HC_TOP1_N500__r01__auto__screened","LA_D2_HC_TOP1_N500__r01__auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961607,20961609,20961608,20961609,20961608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.12471563522568,0.155820799759565,0.189430897446123,35,2,"tricube",10,6.73418030984738,1.98456327809706,6,7,500,3,3,3,1,NA,NA,NA,NA,NA,NA,41.214,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0075__LA_D2_HC_TOP1_N500__r01__local_auto__full","LA_D2_HC_TOP1_N500__r01__local_auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961707,20961709,20961708,20961709,20961708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0651581885904326,0.106752406889804,0.13189750520833,22,2,"tricube",1,294.805370179932,4.9927125556764,5,6,500,1,3,5,5,NA,NA,NA,NA,NA,NA,237.771,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","22|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0076__LA_D2_HC_TOP1_N500__r01__local_auto__screened","LA_D2_HC_TOP1_N500__r01__local_auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,1,20961707,20961709,20961708,20961709,20961708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0669639410979774,0.108684726318777,0.136041178688611,25,2,"tricube",1,33.4091252244536,6.1685280196828,5,6,500,1,3,5,5,NA,NA,NA,NA,NA,NA,64.234,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0077__LA_D2_HC_TOP1_N500__r02__auto__full","LA_D2_HC_TOP1_N500__r02__auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962607,20962609,20962608,20962609,20962608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.11903230360362,0.151552297092457,0.17523936601357,34,2,"tricube",10,6.84245240560695,2.14264595301014,6,7,500,3,3,3,1,NA,NA,NA,NA,NA,NA,185.171,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","34|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0078__LA_D2_HC_TOP1_N500__r02__auto__screened","LA_D2_HC_TOP1_N500__r02__auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962607,20962609,20962608,20962609,20962608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.118901041919027,0.151471531765964,0.175527044857663,35,2,"tricube",10,6.67590412428263,2.20900960026218,6,7,500,3,3,3,1,NA,NA,NA,NA,NA,NA,43.737,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0079__LA_D2_HC_TOP1_N500__r02__local_auto__full","LA_D2_HC_TOP1_N500__r02__local_auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962707,20962709,20962708,20962709,20962708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.051877803638032,0.0975457277805732,0.126228895695025,35,2,"tricube",0.1,13.16769887705,14.3489673478144,5,6,500,1,3,6,6,NA,NA,NA,NA,NA,NA,211.071,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0080__LA_D2_HC_TOP1_N500__r02__local_auto__screened","LA_D2_HC_TOP1_N500__r02__local_auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,2,20962707,20962709,20962708,20962709,20962708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.051877803638032,0.0975457277805732,0.126228895695025,35,2,"tricube",0.1,13.16769887705,14.3489673478144,5,6,500,1,3,6,6,NA,NA,NA,NA,NA,NA,60.618,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0081__LA_D2_HC_TOP1_N500__r03__auto__full","LA_D2_HC_TOP1_N500__r03__auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963607,20963609,20963608,20963609,20963608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.065234158622449,0.1021576772952,0.158783790222653,35,2,"tricube",1,3.48880745019075,5.70804098850536,5,6,500,3,3,3,1,NA,NA,NA,NA,NA,NA,169.804,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0082__LA_D2_HC_TOP1_N500__r03__auto__screened","LA_D2_HC_TOP1_N500__r03__auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963607,20963609,20963608,20963609,20963608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.065234158622449,0.1021576772952,0.158783790222653,35,2,"tricube",1,3.48880745019075,5.70804098850536,5,6,500,3,3,3,1,NA,NA,NA,NA,NA,NA,39.859,21,4,4,"15;16;25;35","35|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0083__LA_D2_HC_TOP1_N500__r03__local_auto__full","LA_D2_HC_TOP1_N500__r03__local_auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963707,20963709,20963708,20963709,20963708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0657681748148861,0.118183381466128,0.133169654460404,27,2,"tricube",1,21.5586357326225,6.76930689097816,5,6,500,1,3,5,5,NA,NA,NA,NA,NA,NA,211.398,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","27|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0084__LA_D2_HC_TOP1_N500__r03__local_auto__screened","LA_D2_HC_TOP1_N500__r03__local_auto","FB07","LA-D2-HC-TOP1-N500","VALENCIA depth-2 hypercube",500,42,3,20963707,20963709,20963708,20963709,20963708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.065547136209943,0.117359262119777,0.133769350120012,25,2,"tricube",1,39.3694861368389,6.30652552433004,5,6,500,1,3,5,5,NA,NA,NA,NA,NA,NA,60.932,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0085__LA_D3_RAW_N500__r01__auto__full","LA_D3_RAW_N500__r01__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061607,21061609,21061608,21061609,21061608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0300368756671572,0.100463647607116,0.136992459048394,17,2,"tricube",90,98.7173093969384,0.00961756733367923,7,8,500,4,4,4,1,NA,NA,NA,NA,NA,NA,236.726,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","17|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0086__LA_D3_RAW_N500__r01__auto__screened","LA_D3_RAW_N500__r01__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061607,21061609,21061608,21061609,21061608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0423298572067562,0.0848246704876862,0.150694294531831,15,2,"tricube",1,9.92989657601153,0.464995656042898,6,7,500,3,3,3,1,NA,NA,NA,NA,NA,NA,69.127,21,5,5,"15;25;33;34;35","15|2|tricube","15|2|tricube;25|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0087__LA_D3_RAW_N500__r01__local_auto__full","LA_D3_RAW_N500__r01__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061707,21061709,21061708,21061709,21061708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0645360702826505,0.0602167470880911,0.155421588682302,23,2,"tricube",0.01,54.6667542630119,30.7315843074716,5,6,500,1,4,5,5,NA,NA,NA,NA,NA,NA,292.16,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","23|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened","LA_D3_RAW_N500__r01__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,1,21061707,21061709,21061708,21061709,21061708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0689447561104259,0.0589891953866747,0.212155457700678,25,2,"tricube",0.000111111111111111,20.1910416632621,91.5141828388498,7,8,500,1,4,5,5,NA,NA,NA,NA,NA,NA,76.838,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0089__LA_D3_RAW_N500__r02__auto__full","LA_D3_RAW_N500__r02__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062607,21062609,21062608,21062609,21062608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0298659946617575,0.09116965176479,0.125486332030294,16,2,"tricube",10,289.820244411239,0.0371634436232496,6,7,500,4,4,4,1,NA,NA,NA,NA,NA,NA,227.741,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","16|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0090__LA_D3_RAW_N500__r02__auto__screened","LA_D3_RAW_N500__r02__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062607,21062609,21062608,21062609,21062608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0590557479678164,0.0661152748391092,0.146291795452442,35,2,"tricube",0.01,2.91313720192945,28.3993532512014,5,6,500,4,4,4,1,NA,NA,NA,NA,NA,NA,65.256,21,5,5,"15;25;33;34;35","35|2|tricube","15|2|tricube;25|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0091__LA_D3_RAW_N500__r02__local_auto__full","LA_D3_RAW_N500__r02__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062707,21062709,21062708,21062709,21062708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0644100463792675,0.0568688033392461,0.159687292242078,25,2,"tricube",0.001,17.1712828523936,43.2567998556379,6,7,500,1,4,5,5,NA,NA,NA,NA,NA,NA,314.736,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened","LA_D3_RAW_N500__r02__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,2,21062707,21062709,21062708,21062709,21062708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0644100463792675,0.0568688033392461,0.159687292242078,25,2,"tricube",0.001,17.1712828523936,43.2567998556379,6,7,500,1,4,5,5,NA,NA,NA,NA,NA,NA,76.557,21,4,4,"15;16;25;35","25|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0093__LA_D3_RAW_N500__r03__auto__full","LA_D3_RAW_N500__r03__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063607,21063609,21063608,21063609,21063608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0300123747303203,0.0970034190139533,0.146363069076321,17,2,"tricube",90,86.839768191186,0.00926735442065846,7,8,500,4,4,4,1,NA,NA,NA,NA,NA,NA,266.81,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","17|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0094__LA_D3_RAW_N500__r03__auto__screened","LA_D3_RAW_N500__r03__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063607,21063609,21063608,21063609,21063608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0654436921768396,0.0630512874752959,0.167718990986295,35,2,"tricube",0.000333333333333333,3.10300907074931,42.5606318682621,7,8,500,4,4,4,1,NA,NA,NA,NA,NA,NA,75.887,21,5,5,"15;25;33;34;35","35|2|tricube","15|2|tricube;25|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0095__LA_D3_RAW_N500__r03__local_auto__full","LA_D3_RAW_N500__r03__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063707,21063709,21063708,21063709,21063708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0652249451932378,0.116047950337026,0.154008120043232,16,2,"tricube",30,251.220774985989,0.313344028470526,7,8,500,1,4,4,4,NA,NA,NA,NA,NA,NA,311.199,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","16|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened","LA_D3_RAW_N500__r03__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,3,21063707,21063709,21063708,21063709,21063708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0652249451932378,0.116047950337026,0.154008120043232,16,2,"tricube",30,251.220774985989,0.313344028470526,7,8,500,1,4,4,4,NA,NA,NA,NA,NA,NA,73.43,21,4,4,"15;16;25;35","16|2|tricube","15|2|tricube;16|2|tricube;25|2|tricube;35|2|tricube"
"s3r_0097__LA_13K_SUB_N500__r01__auto__full","LA_13K_SUB_N500__r01__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161607,21161609,21161608,21161609,21161608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0331328177663649,0.0921952631256678,0.108197588521079,35,2,"tricube",90,26.1756169233823,0.00820877191628898,7,8,500,6,6,6,1,NA,NA,NA,NA,NA,NA,664.025,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0098__LA_13K_SUB_N500__r01__auto__screened","LA_13K_SUB_N500__r01__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161607,21161609,21161608,21161609,21161608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0343443399434156,0.0913127172917886,0.109270708790283,33,2,"tricube",90,44.3398509112852,0.00710604101433558,7,8,500,6,6,6,1,NA,NA,NA,NA,NA,NA,482.573,21,12,12,"20;22;23;24;25;26;28;29;30;31;32;33","33|2|tricube","20|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube"
"s3r_0099__LA_13K_SUB_N500__r01__local_auto__full","LA_13K_SUB_N500__r01__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161707,21161709,21161708,21161709,21161708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.045348705019064,0.0971447336598235,0.109850889536115,25,2,"tricube",90,31.7361185132029,0.0103554400854576,7,8,500,1,5,5,5,NA,NA,NA,NA,NA,NA,592.759,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
