"task_id","pair_id","batch_id","dataset_id","geometry_family","n","p","repetition","pair_seed_base","pair_response_seed","pair_fold_seed","response_seed","fold_seed","sigma","method","chart_dim_rule","search_policy","backend_variant","design_basis","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","selected_total_local_gcv_ps","selected_sync_energy","finite_cv_candidates","total_cv_candidates","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","timing_frame_prep_sec","timing_system_cache_sec","timing_fold_cache_sec","timing_lambda_search_sec","timing_final_solve_sec","timing_total_fit_sec","elapsed_sec","local_candidates_total","local_candidates_evaluated","local_candidates_finite","local_candidates_evaluated_supports","selected_candidate_key","evaluated_candidate_keys"
"s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened","LA_13K_SUB_N500__r01__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,1,21161707,21161709,21161708,21161709,21161708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0442701257363487,0.0970564061766731,0.111373324959488,26,2,"tricube",90,22.3577990511366,0.012523412150895,7,8,500,1,5,5,5,NA,NA,NA,NA,NA,NA,453.255,21,12,12,"21;22;23;26;27;28;29;30;32;33;34;35","26|2|tricube","21|2|tricube;22|2|tricube;23|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0101__LA_13K_SUB_N500__r02__auto__full","LA_13K_SUB_N500__r02__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162607,21162609,21162608,21162609,21162608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0324936327756337,0.088575544201059,0.106368820844855,26,2,"tricube",90,26.9271112403526,0.00588409718715255,7,8,500,5,5,5,1,NA,NA,NA,NA,NA,NA,673.436,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","26|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0102__LA_13K_SUB_N500__r02__auto__screened","LA_13K_SUB_N500__r02__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162607,21162609,21162608,21162609,21162608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0321837065314245,0.0899739372195464,0.106768793301672,28,2,"tricube",90,16.2380156036833,0.0073807659035822,7,8,500,5,5,5,1,NA,NA,NA,NA,NA,NA,538.118,21,12,12,"21;22;23;25;28;29;30;31;32;33;34;35","28|2|tricube","21|2|tricube;22|2|tricube;23|2|tricube;25|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0103__LA_13K_SUB_N500__r02__local_auto__full","LA_13K_SUB_N500__r02__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162707,21162709,21162708,21162709,21162708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0442672477633038,0.0941534148001714,0.108085796465211,26,2,"tricube",90,22.1909817841537,0.0133945484403878,7,8,500,1,5,5,5,NA,NA,NA,NA,NA,NA,609.664,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","26|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened","LA_13K_SUB_N500__r02__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,2,21162707,21162709,21162708,21162709,21162708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0442672477633038,0.0941534148001714,0.108085796465211,26,2,"tricube",90,22.1909817841537,0.0133945484403878,7,8,500,1,5,5,5,NA,NA,NA,NA,NA,NA,410.752,21,12,12,"15;20;22;23;25;26;27;28;32;33;34;35","26|2|tricube","15|2|tricube;20|2|tricube;22|2|tricube;23|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0105__LA_13K_SUB_N500__r03__auto__full","LA_13K_SUB_N500__r03__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,3,21163607,21163609,21163608,21163609,21163608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0344421263011717,0.0873449016056516,0.109952467966552,35,2,"tricube",90,23.1890008733532,0.00653671456197464,7,8,500,6,6,6,1,NA,NA,NA,NA,NA,NA,674.975,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0106__LA_13K_SUB_N500__r03__auto__screened","LA_13K_SUB_N500__r03__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,3,21163607,21163609,21163608,21163609,21163608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0345962363050317,0.086845485647131,0.110064588618546,34,2,"tricube",90,29.3113704169055,0.00599776668065792,7,8,500,6,6,6,1,NA,NA,NA,NA,NA,NA,467.792,21,12,12,"15;16;20;21;22;28;29;30;31;32;33;34","34|2|tricube","15|2|tricube;16|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube"
"s3r_0107__LA_13K_SUB_N500__r03__local_auto__full","LA_13K_SUB_N500__r03__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,3,21163707,21163709,21163708,21163709,21163708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0441045022898937,0.0909166765658446,0.111172200280702,16,2,"tricube",90,204.361387336935,0.00595957711070561,7,8,500,1,4,4,4,NA,NA,NA,NA,NA,NA,571.085,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","16|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0108__LA_13K_SUB_N500__r03__local_auto__screened","LA_13K_SUB_N500__r03__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,3,21163707,21163709,21163708,21163709,21163708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0477371213109388,0.101688719964665,0.114944502358233,28,2,"tricube",90,14.1369879025199,0.0225947046807146,7,8,500,1,5,5,5,NA,NA,NA,NA,NA,NA,392.732,21,12,12,"19;20;21;22;23;24;27;28;31;32;33;34","28|2|tricube","19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;27|2|tricube;28|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube"
"s3r_0109__SYN_PARA_LINE_N500__r01__auto__full","SYN_PARA_LINE_N500__r01__auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261607,21261609,21261608,21261609,21261608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0277041650759832,0.0987006831454773,0.106459335385781,18,2,"tricube",90,4.72314722361552,0.0104333465398287,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,50.478,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","18|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0110__SYN_PARA_LINE_N500__r01__auto__screened","SYN_PARA_LINE_N500__r01__auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261607,21261609,21261608,21261609,21261608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0254731587176753,0.098894341878104,0.106700729523069,25,2,"tricube",30,3.6542900053239,0.0436283064377606,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,30.336,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0111__SYN_PARA_LINE_N500__r01__local_auto__full","SYN_PARA_LINE_N500__r01__local_auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261707,21261709,21261708,21261709,21261708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0241547293869535,0.0971789990022583,0.104457055415654,20,2,"tricube",90,4.04486069461666,0.0122258734037779,8,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,56.511,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","20|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0112__SYN_PARA_LINE_N500__r01__local_auto__screened","SYN_PARA_LINE_N500__r01__local_auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,1,21261707,21261709,21261708,21261709,21261708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0249629966362733,0.0962798779321014,0.104492802360048,35,2,"tricube",10,2.79451506353549,0.152791403005178,8,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,40.375,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0113__SYN_PARA_LINE_N500__r02__auto__full","SYN_PARA_LINE_N500__r02__auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262607,21262609,21262608,21262609,21262608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0197390938401952,0.0996656142280781,0.107801433162673,20,2,"tricube",90,4.22068528089391,0.0143174394608969,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,49.923,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","20|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0114__SYN_PARA_LINE_N500__r02__auto__screened","SYN_PARA_LINE_N500__r02__auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262607,21262609,21262608,21262609,21262608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0189550603918639,0.0994018996980844,0.107984841353677,27,2,"tricube",30,3.34411270892342,0.0552711304635312,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,29.912,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","27|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0115__SYN_PARA_LINE_N500__r02__local_auto__full","SYN_PARA_LINE_N500__r02__local_auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262707,21262709,21262708,21262709,21262708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0231348423411723,0.0947762419462664,0.101810063012824,21,2,"tricube",90,3.7162041364161,0.0117454192650529,8,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,56.031,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","21|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0116__SYN_PARA_LINE_N500__r02__local_auto__screened","SYN_PARA_LINE_N500__r02__local_auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,2,21262707,21262709,21262708,21262709,21262708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0229748991216087,0.0940313340594981,0.101963354632514,25,2,"tricube",30,3.22084377080037,0.0318514282720907,8,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,42.082,21,12,12,"15;24;25;26;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0117__SYN_PARA_LINE_N500__r03__auto__full","SYN_PARA_LINE_N500__r03__auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263607,21263609,21263608,21263609,21263608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.026824737186242,0.0928392369614877,0.100157308051674,35,2,"tricube",10,2.60423524309053,0.154374829789109,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,48.811,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0118__SYN_PARA_LINE_N500__r03__auto__screened","SYN_PARA_LINE_N500__r03__auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263607,21263609,21263608,21263609,21263608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.026824737186242,0.0928392369614877,0.100157308051674,35,2,"tricube",10,2.60423524309053,0.154374829789109,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,30.021,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","35|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0119__SYN_PARA_LINE_N500__r03__local_auto__full","SYN_PARA_LINE_N500__r03__local_auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263707,21263709,21263708,21263709,21263708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0268764842109136,0.0895014259874774,0.0971123572556426,21,2,"tricube",90,3.22623493869307,0.0112281801339384,8,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,53.822,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","21|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0120__SYN_PARA_LINE_N500__r03__local_auto__screened","SYN_PARA_LINE_N500__r03__local_auto","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,3,21263707,21263709,21263708,21263709,21263708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.026455533482876,0.0889073636657728,0.0971693545565897,26,2,"tricube",30,2.73892172628083,0.0352706915372318,8,8,500,1,2,3,3,NA,NA,NA,NA,NA,NA,41.044,21,12,12,"15;25;26;27;28;29;30;31;32;33;34;35","26|2|tricube","15|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0121__SYN_SADDLE_LINE_N500__r01__auto__full","SYN_SADDLE_LINE_N500__r01__auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361607,21361609,21361608,21361609,21361608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296158777797642,0.0982115259583215,0.106194576249224,30,2,"tricube",30,2.98879241300186,0.0544343807297184,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,49.349,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","30|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0122__SYN_SADDLE_LINE_N500__r01__auto__screened","SYN_SADDLE_LINE_N500__r01__auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361607,21361609,21361608,21361609,21361608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0296158777797642,0.0982115259583215,0.106194576249224,30,2,"tricube",30,2.98879241300186,0.0544343807297184,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,29.621,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","30|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0123__SYN_SADDLE_LINE_N500__r01__local_auto__full","SYN_SADDLE_LINE_N500__r01__local_auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361707,21361709,21361708,21361709,21361708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263395762738787,0.0975329775280543,0.103865400260264,31,2,"tricube",30,2.8843337818476,0.0558681036157314,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,53.703,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","31|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0124__SYN_SADDLE_LINE_N500__r01__local_auto__screened","SYN_SADDLE_LINE_N500__r01__local_auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,1,21361707,21361709,21361708,21361709,21361708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263395762738787,0.0975329775280543,0.103865400260264,31,2,"tricube",30,2.8843337818476,0.0558681036157314,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,38.447,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","31|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0125__SYN_SADDLE_LINE_N500__r02__auto__full","SYN_SADDLE_LINE_N500__r02__auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362607,21362609,21362608,21362609,21362608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0235298967198877,0.0950667103882987,0.101644003762557,32,2,"tricube",30,2.68551294525071,0.0597811919762271,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,49.05,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","32|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0126__SYN_SADDLE_LINE_N500__r02__auto__screened","SYN_SADDLE_LINE_N500__r02__auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362607,21362609,21362608,21362609,21362608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0235298967198877,0.0950667103882987,0.101644003762557,32,2,"tricube",30,2.68551294525071,0.0597811919762271,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,29.302,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","32|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0127__SYN_SADDLE_LINE_N500__r02__local_auto__full","SYN_SADDLE_LINE_N500__r02__local_auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362707,21362709,21362708,21362709,21362708,0.1,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0267452052307326,0.0941105155367208,0.102272956575128,18,2,"tricube",90,3.8933350386807,0.00990912864037985,8,8,500,1,2,2,2,NA,NA,NA,NA,NA,NA,54.007,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","18|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0128__SYN_SADDLE_LINE_N500__r02__local_auto__screened","SYN_SADDLE_LINE_N500__r02__local_auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,2,21362707,21362709,21362708,21362709,21362708,0.1,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0263255441340334,0.0940671007367813,0.102371459868951,25,2,"tricube",30,3.02476926387069,0.0415603011408653,8,8,500,1,2,2,2,NA,NA,NA,NA,NA,NA,38.762,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","25|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0129__SYN_SADDLE_LINE_N500__r03__auto__full","SYN_SADDLE_LINE_N500__r03__auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363607,21363609,21363608,21363609,21363608,0.1,"ps_lps","auto","full","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0311196860052915,0.101026554785379,0.108669783572346,34,2,"tricube",30,2.98735825134656,0.0678033140645606,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,49.792,21,21,21,"15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35","34|2|tricube","15|2|tricube;16|2|tricube;17|2|tricube;18|2|tricube;19|2|tricube;20|2|tricube;21|2|tricube;22|2|tricube;23|2|tricube;24|2|tricube;25|2|tricube;26|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
"s3r_0130__SYN_SADDLE_LINE_N500__r03__auto__screened","SYN_SADDLE_LINE_N500__r03__auto","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,3,21363607,21363609,21363608,21363609,21363608,0.1,"ps_lps","auto","screened","monomial_tiny_ridge","monomial","15:35","2","tricube","guarded","ok",0.0311196860052915,0.101026554785379,0.108669783572346,34,2,"tricube",30,2.98735825134656,0.0678033140645606,8,8,500,2,2,2,1,NA,NA,NA,NA,NA,NA,29.982,21,11,11,"15;25;27;28;29;30;31;32;33;34;35","34|2|tricube","15|2|tricube;25|2|tricube;27|2|tricube;28|2|tricube;29|2|tricube;30|2|tricube;31|2|tricube;32|2|tricube;33|2|tricube;34|2|tricube;35|2|tricube"
