"task_id","pair_id","batch_id","dataset_id","geometry_family","n","p","asset_path","source_sha256","repetition","pair_seed_base","pair_fold_seed","pair_response_seed","replicate_seed","fold_seed","response_seed","method","chart_dim_rule","search_policy","backend_variant","design_basis","design_drop_tol","ridge_multiplier_grid","ridge_condition_max","support_grid","degree_grid","kernel_grid","lambda_sync_grid","lambda_sync_search","local_candidate_search","local_candidate_search_control","result_path","status_path","log_path","skip_if_complete","status","status_file_exists","result_file_exists","elapsed_sec","started_at","finished_at","error_class","error_message"
"s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened","LA_D1_HC_Gv_N500__r02__auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",2,20662607,20662608,20662609,20662607,20662608,20662609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0042__LA_D1_HC_Gv_N500__r02__auto__screened.log",TRUE,"ok",TRUE,TRUE,11.041,"2026-06-07 16:04:29 EDT","2026-06-07 16:04:40 EDT",NA,NA
"s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full","LA_D1_HC_Gv_N500__r02__local_auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",2,20662707,20662708,20662709,20662707,20662708,20662709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0043__LA_D1_HC_Gv_N500__r02__local_auto__full.log",TRUE,"ok",TRUE,TRUE,42.755,"2026-06-07 16:04:31 EDT","2026-06-07 16:05:14 EDT",NA,NA
"s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened","LA_D1_HC_Gv_N500__r02__local_auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",2,20662707,20662708,20662709,20662707,20662708,20662709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0044__LA_D1_HC_Gv_N500__r02__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,19.098,"2026-06-07 16:04:39 EDT","2026-06-07 16:04:58 EDT",NA,NA
"s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full","LA_D1_HC_Gv_N500__r03__auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663607,20663608,20663609,20663607,20663608,20663609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0045__LA_D1_HC_Gv_N500__r03__auto__full.log",TRUE,"ok",TRUE,TRUE,33.523,"2026-06-07 16:04:39 EDT","2026-06-07 16:05:13 EDT",NA,NA
"s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened","LA_D1_HC_Gv_N500__r03__auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663607,20663608,20663609,20663607,20663608,20663609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0046__LA_D1_HC_Gv_N500__r03__auto__screened.log",TRUE,"ok",TRUE,TRUE,10.469,"2026-06-07 16:04:41 EDT","2026-06-07 16:04:52 EDT",NA,NA
"s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full","LA_D1_HC_Gv_N500__r03__local_auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663707,20663708,20663709,20663707,20663708,20663709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0047__LA_D1_HC_Gv_N500__r03__local_auto__full.log",TRUE,"ok",TRUE,TRUE,42.093,"2026-06-07 16:04:43 EDT","2026-06-07 16:05:25 EDT",NA,NA
"s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened","LA_D1_HC_Gv_N500__r03__local_auto","FB04","LA-D1-HC-Gv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Gv-N500.rds","e2b227f6bc6a3b06cf5e6810f5cf5c390a0c714bc4a06563e7cace9075c63df1",3,20663707,20663708,20663709,20663707,20663708,20663709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0048__LA_D1_HC_Gv_N500__r03__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,18.013,"2026-06-07 16:04:53 EDT","2026-06-07 16:05:11 EDT",NA,NA
"s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full","LA_D1_HC_Bv_N500__r01__auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761607,20761608,20761609,20761607,20761608,20761609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0049__LA_D1_HC_Bv_N500__r01__auto__full.log",TRUE,"ok",TRUE,TRUE,49.517,"2026-06-07 16:04:55 EDT","2026-06-07 16:05:45 EDT",NA,NA
"s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened","LA_D1_HC_Bv_N500__r01__auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761607,20761608,20761609,20761607,20761608,20761609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0050__LA_D1_HC_Bv_N500__r01__auto__screened.log",TRUE,"ok",TRUE,TRUE,12.848,"2026-06-07 16:04:55 EDT","2026-06-07 16:05:08 EDT",NA,NA
"s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full","LA_D1_HC_Bv_N500__r01__local_auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761707,20761708,20761709,20761707,20761708,20761709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0051__LA_D1_HC_Bv_N500__r01__local_auto__full.log",TRUE,"ok",TRUE,TRUE,52.21,"2026-06-07 16:05:01 EDT","2026-06-07 16:05:53 EDT",NA,NA
"s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened","LA_D1_HC_Bv_N500__r01__local_auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",1,20761707,20761708,20761709,20761707,20761708,20761709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0052__LA_D1_HC_Bv_N500__r01__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,20.82,"2026-06-07 16:05:03 EDT","2026-06-07 16:05:24 EDT",NA,NA
"s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full","LA_D1_HC_Bv_N500__r02__auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762607,20762608,20762609,20762607,20762608,20762609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0053__LA_D1_HC_Bv_N500__r02__auto__full.log",TRUE,"ok",TRUE,TRUE,51.459,"2026-06-07 16:05:03 EDT","2026-06-07 16:05:55 EDT",NA,NA
"s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened","LA_D1_HC_Bv_N500__r02__auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762607,20762608,20762609,20762607,20762608,20762609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0054__LA_D1_HC_Bv_N500__r02__auto__screened.log",TRUE,"ok",TRUE,TRUE,13.236,"2026-06-07 16:05:07 EDT","2026-06-07 16:05:20 EDT",NA,NA
"s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full","LA_D1_HC_Bv_N500__r02__local_auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762707,20762708,20762709,20762707,20762708,20762709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0055__LA_D1_HC_Bv_N500__r02__local_auto__full.log",TRUE,"ok",TRUE,TRUE,53.351,"2026-06-07 16:05:11 EDT","2026-06-07 16:06:05 EDT",NA,NA
"s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened","LA_D1_HC_Bv_N500__r02__local_auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",2,20762707,20762708,20762709,20762707,20762708,20762709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0056__LA_D1_HC_Bv_N500__r02__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,21.421,"2026-06-07 16:05:15 EDT","2026-06-07 16:05:37 EDT",NA,NA
"s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full","LA_D1_HC_Bv_N500__r03__auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763607,20763608,20763609,20763607,20763608,20763609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0057__LA_D1_HC_Bv_N500__r03__auto__full.log",TRUE,"ok",TRUE,TRUE,52.161,"2026-06-07 16:05:15 EDT","2026-06-07 16:06:07 EDT",NA,NA
"s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened","LA_D1_HC_Bv_N500__r03__auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763607,20763608,20763609,20763607,20763608,20763609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0058__LA_D1_HC_Bv_N500__r03__auto__screened.log",TRUE,"ok",TRUE,TRUE,14.209,"2026-06-07 16:05:17 EDT","2026-06-07 16:05:32 EDT",NA,NA
"s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full","LA_D1_HC_Bv_N500__r03__local_auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763707,20763708,20763709,20763707,20763708,20763709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0059__LA_D1_HC_Bv_N500__r03__local_auto__full.log",TRUE,"ok",TRUE,TRUE,53.772,"2026-06-07 16:05:23 EDT","2026-06-07 16:06:17 EDT",NA,NA
"s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened","LA_D1_HC_Bv_N500__r03__local_auto","FB05","LA-D1-HC-Bv-N500","VALENCIA depth-1 hypercube",500,3,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D1-HC-Bv-N500.rds","20496ac76620a60fc6fa23ae4fd36ae94bf69ac73a51f0eda791b4ea1145a85f",3,20763707,20763708,20763709,20763707,20763708,20763709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0060__LA_D1_HC_Bv_N500__r03__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,20.083,"2026-06-07 16:05:27 EDT","2026-06-07 16:05:47 EDT",NA,NA
"s3r_0061__LA_D2_RAW_N500__r01__auto__full","LA_D2_RAW_N500__r01__auto","FB06","LA-D2-RAW-N500","VALENCIA depth2 dCST",500,43,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D2-RAW-N500.rds","cd78ac69164be658471f4fce5c189bab1938cdda9508ef86cd8414e3e9222374",1,20861607,20861608,20861609,20861607,20861608,20861609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0061__LA_D2_RAW_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0061__LA_D2_RAW_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0061__LA_D2_RAW_N500__r01__auto__full.log",TRUE,"ok",TRUE,TRUE,343.673,"2026-06-07 16:05:29 EDT","2026-06-07 16:11:13 EDT",NA,NA
