"task_id","pair_id","batch_id","dataset_id","geometry_family","n","p","asset_path","source_sha256","repetition","pair_seed_base","pair_fold_seed","pair_response_seed","replicate_seed","fold_seed","response_seed","method","chart_dim_rule","search_policy","backend_variant","design_basis","design_drop_tol","ridge_multiplier_grid","ridge_condition_max","support_grid","degree_grid","kernel_grid","lambda_sync_grid","lambda_sync_search","local_candidate_search","local_candidate_search_control","result_path","status_path","log_path","skip_if_complete","status","status_file_exists","result_file_exists","elapsed_sec","started_at","finished_at","error_class","error_message"
"s3r_0086__LA_D3_RAW_N500__r01__auto__screened","LA_D3_RAW_N500__r01__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",1,21061607,21061608,21061609,21061607,21061608,21061609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0086__LA_D3_RAW_N500__r01__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0086__LA_D3_RAW_N500__r01__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0086__LA_D3_RAW_N500__r01__auto__screened.log",TRUE,"ok",TRUE,TRUE,69.134,"2026-06-07 16:11:59 EDT","2026-06-07 16:13:08 EDT",NA,NA
"s3r_0087__LA_D3_RAW_N500__r01__local_auto__full","LA_D3_RAW_N500__r01__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",1,21061707,21061708,21061709,21061707,21061708,21061709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0087__LA_D3_RAW_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0087__LA_D3_RAW_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0087__LA_D3_RAW_N500__r01__local_auto__full.log",TRUE,"ok",TRUE,TRUE,292.169,"2026-06-07 16:12:19 EDT","2026-06-07 16:17:11 EDT",NA,NA
"s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened","LA_D3_RAW_N500__r01__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",1,21061707,21061708,21061709,21061707,21061708,21061709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0088__LA_D3_RAW_N500__r01__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,76.846,"2026-06-07 16:12:31 EDT","2026-06-07 16:13:48 EDT",NA,NA
"s3r_0089__LA_D3_RAW_N500__r02__auto__full","LA_D3_RAW_N500__r02__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062607,21062608,21062609,21062607,21062608,21062609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0089__LA_D3_RAW_N500__r02__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0089__LA_D3_RAW_N500__r02__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0089__LA_D3_RAW_N500__r02__auto__full.log",TRUE,"ok",TRUE,TRUE,227.752,"2026-06-07 16:12:43 EDT","2026-06-07 16:16:30 EDT",NA,NA
"s3r_0090__LA_D3_RAW_N500__r02__auto__screened","LA_D3_RAW_N500__r02__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062607,21062608,21062609,21062607,21062608,21062609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0090__LA_D3_RAW_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0090__LA_D3_RAW_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0090__LA_D3_RAW_N500__r02__auto__screened.log",TRUE,"ok",TRUE,TRUE,65.263,"2026-06-07 16:12:53 EDT","2026-06-07 16:13:58 EDT",NA,NA
"s3r_0091__LA_D3_RAW_N500__r02__local_auto__full","LA_D3_RAW_N500__r02__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062707,21062708,21062709,21062707,21062708,21062709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0091__LA_D3_RAW_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0091__LA_D3_RAW_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0091__LA_D3_RAW_N500__r02__local_auto__full.log",TRUE,"ok",TRUE,TRUE,314.747,"2026-06-07 16:12:59 EDT","2026-06-07 16:18:14 EDT",NA,NA
"s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened","LA_D3_RAW_N500__r02__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",2,21062707,21062708,21062709,21062707,21062708,21062709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0092__LA_D3_RAW_N500__r02__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,76.566,"2026-06-07 16:13:11 EDT","2026-06-07 16:14:27 EDT",NA,NA
"s3r_0093__LA_D3_RAW_N500__r03__auto__full","LA_D3_RAW_N500__r03__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063607,21063608,21063609,21063607,21063608,21063609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0093__LA_D3_RAW_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0093__LA_D3_RAW_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0093__LA_D3_RAW_N500__r03__auto__full.log",TRUE,"ok",TRUE,TRUE,266.818,"2026-06-07 16:13:51 EDT","2026-06-07 16:18:18 EDT",NA,NA
"s3r_0094__LA_D3_RAW_N500__r03__auto__screened","LA_D3_RAW_N500__r03__auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063607,21063608,21063609,21063607,21063608,21063609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0094__LA_D3_RAW_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0094__LA_D3_RAW_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0094__LA_D3_RAW_N500__r03__auto__screened.log",TRUE,"ok",TRUE,TRUE,75.897,"2026-06-07 16:13:57 EDT","2026-06-07 16:15:13 EDT",NA,NA
"s3r_0095__LA_D3_RAW_N500__r03__local_auto__full","LA_D3_RAW_N500__r03__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063707,21063708,21063709,21063707,21063708,21063709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0095__LA_D3_RAW_N500__r03__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0095__LA_D3_RAW_N500__r03__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0095__LA_D3_RAW_N500__r03__local_auto__full.log",TRUE,"ok",TRUE,TRUE,311.211,"2026-06-07 16:14:01 EDT","2026-06-07 16:19:12 EDT",NA,NA
"s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened","LA_D3_RAW_N500__r03__local_auto","FB08","LA-D3-RAW-N500","VALENCIA depth3 dCST",500,77,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-D3-RAW-N500.rds","5207d3cb36ab524d243d8c2553aa832556170956fba0089fbc2142a3fc3304f4",3,21063707,21063708,21063709,21063707,21063708,21063709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0096__LA_D3_RAW_N500__r03__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,73.437,"2026-06-07 16:14:19 EDT","2026-06-07 16:15:33 EDT",NA,NA
"s3r_0097__LA_13K_SUB_N500__r01__auto__full","LA_13K_SUB_N500__r01__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161607,21161608,21161609,21161607,21161608,21161609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0097__LA_13K_SUB_N500__r01__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0097__LA_13K_SUB_N500__r01__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0097__LA_13K_SUB_N500__r01__auto__full.log",TRUE,"ok",TRUE,TRUE,664.034,"2026-06-07 16:14:31 EDT","2026-06-07 16:25:35 EDT",NA,NA
"s3r_0098__LA_13K_SUB_N500__r01__auto__screened","LA_13K_SUB_N500__r01__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161607,21161608,21161609,21161607,21161608,21161609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0098__LA_13K_SUB_N500__r01__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0098__LA_13K_SUB_N500__r01__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0098__LA_13K_SUB_N500__r01__auto__screened.log",TRUE,"ok",TRUE,TRUE,482.584,"2026-06-07 16:15:15 EDT","2026-06-07 16:23:18 EDT",NA,NA
"s3r_0099__LA_13K_SUB_N500__r01__local_auto__full","LA_13K_SUB_N500__r01__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161707,21161708,21161709,21161707,21161708,21161709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0099__LA_13K_SUB_N500__r01__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0099__LA_13K_SUB_N500__r01__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0099__LA_13K_SUB_N500__r01__local_auto__full.log",TRUE,"ok",TRUE,TRUE,592.768,"2026-06-07 16:15:19 EDT","2026-06-07 16:25:12 EDT",NA,NA
"s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened","LA_13K_SUB_N500__r01__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",1,21161707,21161708,21161709,21161707,21161708,21161709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0100__LA_13K_SUB_N500__r01__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,453.265,"2026-06-07 16:15:35 EDT","2026-06-07 16:23:09 EDT",NA,NA
"s3r_0101__LA_13K_SUB_N500__r02__auto__full","LA_13K_SUB_N500__r02__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162607,21162608,21162609,21162607,21162608,21162609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0101__LA_13K_SUB_N500__r02__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0101__LA_13K_SUB_N500__r02__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0101__LA_13K_SUB_N500__r02__auto__full.log",TRUE,"ok",TRUE,TRUE,673.445,"2026-06-07 16:15:58 EDT","2026-06-07 16:27:11 EDT",NA,NA
"s3r_0102__LA_13K_SUB_N500__r02__auto__screened","LA_13K_SUB_N500__r02__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162607,21162608,21162609,21162607,21162608,21162609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0102__LA_13K_SUB_N500__r02__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0102__LA_13K_SUB_N500__r02__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0102__LA_13K_SUB_N500__r02__auto__screened.log",TRUE,"ok",TRUE,TRUE,538.131,"2026-06-07 16:16:34 EDT","2026-06-07 16:25:32 EDT",NA,NA
"s3r_0103__LA_13K_SUB_N500__r02__local_auto__full","LA_13K_SUB_N500__r02__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162707,21162708,21162709,21162707,21162708,21162709,"ps_lps","local.auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0103__LA_13K_SUB_N500__r02__local_auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0103__LA_13K_SUB_N500__r02__local_auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0103__LA_13K_SUB_N500__r02__local_auto__full.log",TRUE,"ok",TRUE,TRUE,609.671,"2026-06-07 16:17:14 EDT","2026-06-07 16:27:24 EDT",NA,NA
"s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened","LA_13K_SUB_N500__r02__local_auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",2,21162707,21162708,21162709,21162707,21162708,21162709,"ps_lps","local.auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0104__LA_13K_SUB_N500__r02__local_auto__screened.log",TRUE,"ok",TRUE,TRUE,410.761,"2026-06-07 16:18:16 EDT","2026-06-07 16:25:07 EDT",NA,NA
"s3r_0105__LA_13K_SUB_N500__r03__auto__full","LA_13K_SUB_N500__r03__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",3,21163607,21163608,21163609,21163607,21163608,21163609,"ps_lps","auto","full","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","full",NA,"/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0105__LA_13K_SUB_N500__r03__auto__full.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0105__LA_13K_SUB_N500__r03__auto__full.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0105__LA_13K_SUB_N500__r03__auto__full.log",TRUE,"ok",TRUE,TRUE,674.983,"2026-06-07 16:18:20 EDT","2026-06-07 16:29:35 EDT",NA,NA
"s3r_0106__LA_13K_SUB_N500__r03__auto__screened","LA_13K_SUB_N500__r03__auto","FB09","LA-13K-SUB-N500","VALENCIA full phylotype matrix",500,178,"/Users/pgajer/current_projects/geosmooth/split_handoffs/lps_local_auto_nonmanifold_first_batch_2026-06-05/assets/LA-13K-SUB-N500.rds","f2a0dbea87b2df81d29a752796e1479b5988cb4180d744e5be90dc6e12a81b6e",3,21163607,21163608,21163609,21163607,21163608,21163609,"ps_lps","auto","screened","monomial_tiny_ridge","monomial",1e-08,1e-08,Inf,"15:35",2,"tricube","0;0.001;0.01;0.1;1;10","guarded","screened","top.n=8;max.candidates=12;neighbor.radius=1;guard.support.quantiles=0|0.5|1","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/results/s3r_0106__LA_13K_SUB_N500__r03__auto__screened.rds","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/status/s3r_0106__LA_13K_SUB_N500__r03__auto__screened.json","/Users/pgajer/current_projects/geosmooth/split_handoffs/ps_lps_s3r_light_seedmatched_20260607_002/logs/s3r_0106__LA_13K_SUB_N500__r03__auto__screened.log",TRUE,"ok",TRUE,TRUE,467.802,"2026-06-07 16:19:15 EDT","2026-06-07 16:27:02 EDT",NA,NA
