"chart_dim_rule","planned_pairs","complete_pairs","mean_delta_truth_rmse","ci95_lo","ci95_hi","median_delta_truth_rmse","median_elapsed_ratio_screened_full","median_candidates_screened","median_candidates_full","support_inclusion_rate","candidate_key_inclusion_rate"
"auto",42,1,0,NA,NA,0,0.272551433093019,21,21,1,1
