"point","truth","y","fit_auto","fit_local_auto","error_auto","error_local_auto","abs_error_auto","abs_error_local_auto","squared_error_auto","squared_error_local_auto","rmse_component","mse_component","local_dim","auto_dim","dim_deviation","region","PC1","PC2","helps_local_auto","component_abs_rank","component_signed_rank"
328,-0.0555218578569269,-0.0384729107621287,-0.00226547746630271,-0.000100543944709021,0.0532563803906242,0.0554213139122178,0.0532563803906242,0.0554213139122178,0.00283624205231086,0.00307152203575659,4.90978962546016e-06,4.70559966891468e-07,2,2,0,"Bv",-0.952231941688571,2.11893972188687,FALSE,169,112
329,-0.282476688607919,-0.368880284020609,-0.243526540681189,-0.242135409470606,0.0389501479267296,0.0403412791373127,0.0389501479267296,0.0403412791373127,0.00151711402351412,0.00162741880243458,2.30182462294866e-06,2.20609557840916e-07,2,2,0,"Li",-0.839715635887322,-1.27768932108934,FALSE,254,158
330,-0.385861755941184,-0.317938678539619,-0.347525790975407,-0.35921849772126,0.0383359649657774,0.0266432582199239,0.0383359649657774,0.0266432582199239,0.00146964620985731,0.000709863208573543,-1.58550448817267e-05,-1.51956600256754e-06,1,2,-1,"Li",-0.816074426500462,-1.57622895161536,TRUE,65,485
331,0.110350243219815,0.0776401417545043,0.127797417551135,0.13108674080199,0.01744717433132,0.0207364975821751,0.01744717433132,0.0207364975821751,0.000304403892147471,0.000430002331975554,2.62097058921349e-06,2.51196879656166e-07,1,2,-1,"Gv",-0.956031281414109,0.238232990663344,FALSE,239,146
332,0.0714487899324411,-0.0854594285819541,0.0393539741767921,0.0369259595648458,-0.032094815755649,-0.0345228303675953,0.032094815755649,0.0345228303675953,0.00103007719838905,0.00119182581658976,3.37534743051148e-06,3.23497236401411e-07,2,2,0,"Li",-0.936846389246872,-0.0198696606680913,FALSE,205,129
333,0.316410163331698,0.27966508771465,0.199722878417767,0.29994940140391,-0.116687284913932,-0.0164607619277886,0.116687284913932,0.0164607619277886,0.0136159224605851,0.000270956683243335,-0.000278480870179191,-2.66899315546835e-05,3,2,1,"Bv",-0.490255166585691,0.979143895243848,TRUE,3,500
334,0.092099155102131,0.228542648009116,0.107663133525659,0.103804599840778,0.0155639784235278,0.0117054447386466,0.0155639784235278,0.0117054447386466,0.000242237424368039,0.000137017436529509,-2.19571591732882e-06,-2.1043997567706e-07,2,2,0,"Gv",-1.0577700235647,1.54638717154729,TRUE,257,404
335,0.210598751113512,0.177170614640396,0.257110487749368,0.256599409853423,0.046511736635856,0.0460006587399114,0.046511736635856,0.0460006587399114,0.00216334164488322,0.00211606060450579,-9.86654105148861e-07,-9.45620807548684e-08,2,2,0,"Gv",-0.992132523808932,1.529380567863,TRUE,318,366
336,-0.393124061845835,-0.319849057624925,-0.37462607625079,-0.366831030097504,0.018497985595046,0.0262930317483316,0.018497985595046,0.0262930317483316,0.00034217547107453,0.000691323518518773,7.28597238059054e-06,6.98296094888486e-07,1,2,-1,"Li",-0.816292529368219,-1.59607331134148,FALSE,130,88
337,0.151161153437428,0.245819717457206,0.223940848355193,0.220552010157652,0.0727796949177655,0.0693908567202244,0.0727796949177655,0.0693908567202244,0.00529688399232301,0.00481509099636671,-1.00539885226201e-05,-9.63585991912618e-07,2,2,0,"Bv",-0.980374823316457,1.75940605559597,TRUE,102,469
338,0.125573140463999,0.126013010896636,0.0936970289510715,0.0901993183105845,-0.0318761115129272,-0.0353738221534142,0.0318761115129272,0.0353738221534142,0.00101608648518457,0.00125130729374138,4.90855477219516e-06,4.70441617113611e-07,1,2,-1,"Lc",1.95951030867483,0.20053025896892,FALSE,170,113
339,0.125657418964263,0.0904251884092782,0.111647445553952,0.112438661304856,-0.0140099734103114,-0.0132187576594073,0.0140099734103114,0.0132187576594073,0.000196279354957633,0.000174735554058139,-4.49573009145139e-07,-4.30876017989889e-08,2,2,0,"Lc",1.95938216839969,0.200441794707732,TRUE,386,340
340,0.125551349005596,0.0725817980922459,0.0728340240139193,0.0728339933597846,-0.052717324991677,-0.0527173556458117,0.052717324991677,0.0527173556458117,0.00277911635427809,0.00277911958628699,6.7445107425482e-11,6.46401779672012e-12,2,2,0,"Lc",1.95950820577447,0.200667020708517,FALSE,500,268
341,-0.41819831767614,-0.344239395118661,-0.442876571470494,-0.441827328553483,-0.0246782537943539,-0.0236290108773429,0.0246782537943539,0.0236290108773429,0.000609016210338543,0.00055833015504159,-1.05770947790752e-06,-1.01372110593904e-07,1,2,-1,"Li",-0.810121049130112,-1.6699686709674,TRUE,312,370
342,-0.427194653974746,-0.533540395523028,-0.441923635785519,-0.455508767746504,-0.014728981810773,-0.0283141137717581,0.014728981810773,0.0283141137717581,0.000216942905182081,0.000801689038680063,1.22024001265646e-05,1.16949226699596e-06,2,2,0,"Li",-0.80742286785814,-1.69691374035331,FALSE,84,59
343,-0.409705589133277,-0.385084504779637,-0.41353503044978,-0.411571069285917,-0.00382944131650292,-0.00186548015263976,0.00382944131650292,0.00186548015263976,1.46646207965396e-05,3.48001619989288e-06,-2.33398756703653e-07,-2.23692091932935e-08,2,2,0,"Li",-0.812616362527881,-1.64465346252355,TRUE,413,327
344,-0.426538795808218,-0.45548873246465,-0.461168636635871,-0.461848724140482,-0.0346298408276526,-0.0353099283322634,0.0346298408276526,0.0353099283322634,0.00119922587574856,0.00124679103882958,9.92583137793307e-07,9.51303261620445e-08,2,2,0,"Li",-0.807002806508365,-1.69537705262378,FALSE,317,183
345,0.0794452433816276,-0.147043692267167,0.0579009766079104,0.0525845113507902,-0.0215442667737172,-0.0268607320308374,0.0215442667737172,0.0268607320308374,0.000464155430817096,0.000721498925232454,5.37020787130244e-06,5.14686988830715e-07,2,2,0,"Gv",-1.05943299724873,1.67737409594409,FALSE,162,105
346,0.243233322292276,0.102348276684956,0.237818606302311,0.237892578068381,-0.00541471598996537,-0.00534074422389533,0.00541471598996537,0.00534074422389533,2.93191492519867e-05,2.85235488650713e-05,-1.66024770508804e-08,-1.59120077383079e-09,2,2,0,"Li",0.32684243338232,-0.923656082888585,TRUE,491,271
347,0.170923871051025,0.262525803930283,0.29721966531393,0.291655103350491,0.126295794262905,0.120731232299466,0.126295794262905,0.120731232299466,0.015950627648498,0.0145760304525475,-2.86849010826316e-05,-2.74919439190087e-06,2,2,0,"Lc",1.85695308277801,0.250484051975417,TRUE,37,492
348,-0.430736630134062,-0.449864525187582,-0.444050551157147,-0.445607030477325,-0.0133139210230857,-0.0148704003432633,0.0133139210230857,0.0148704003432633,0.000177260493008964,0.000221128806368926,9.15437797414053e-07,8.77366267199242e-08,2,2,0,"Li",-0.806680177210618,-1.70729721690111,FALSE,328,188
349,-0.431527196219658,-0.351198874606293,-0.417611866733468,-0.419379475332221,0.0139153294861897,0.0121477208874367,0.0139153294861897,0.0121477208874367,0.00019363639470922,0.000147567122759066,-9.61367091924917e-07,-9.21385439003075e-08,2,2,0,"Li",-0.807679608690799,-1.70884547586494,TRUE,321,364
350,-0.268325791937579,-0.0795783456067186,-0.275111663053635,-0.279514496674257,-0.00678587111605633,-0.0111887047366782,0.00678587111605633,0.0111887047366782,4.60480468037276e-05,0.000125187113684564,1.65146292451074e-06,1.58278133761673e-07,2,2,0,"Li",-0.532197972828501,-1.48229302381645,FALSE,278,166
351,-0.317729333465727,-0.170341215354813,-0.26852078295202,-0.269253761095622,0.0492085505137069,0.048475572370105,0.0492085505137069,0.048475572370105,0.00242148144366004,0.00234988111660928,-1.49414556132202e-06,-1.43200654101514e-07,2,2,0,"Li",-0.831599732663526,-1.37935070107201,TRUE,281,386
352,0.123079629998011,0.190806479229311,0.172178912199736,0.175655837755666,0.0490992822017245,0.0525762077576546,0.0490992822017245,0.0525762077576546,0.00241073951272458,0.00276425762217606,7.3771662203363e-06,7.07036218902953e-07,2,2,0,"Gv",-0.965929680920323,0.358494148186362,FALSE,128,87
353,0.0262555234660432,0.0642517921227177,0.00279236619129951,0.00241376364822107,-0.0234631572747437,-0.0238417598178221,0.0234631572747437,0.0238417598178221,0.000550519749299358,0.000568429511210718,3.73738394312404e-07,3.58195238227203e-08,2,2,0,"Li",-0.916240683163676,-0.250913987007706,FALSE,396,231
354,0.12953063483131,0.110250792185577,0.136592176018951,0.106099947268432,0.00706154118764102,-0.023430687562878,0.00706154118764102,0.023430687562878,4.98653639447505e-05,0.000548997119669206,1.04158113244635e-05,9.98263511448912e-07,3,2,1,"Lc",1.95126281138976,0.204662891525402,FALSE,98,68
355,-0.431082221545278,-0.273293042054838,-0.40382658821907,-0.401264484179792,0.0272556333262087,0.0298177373654863,0.0272556333262087,0.0298177373654863,0.000742869548012737,0.000889097461597119,3.05146354804499e-06,2.92455827168764e-07,2,2,0,"Li",-0.806587295169989,-1.70835910531698,FALSE,222,137
356,-0.427182924600167,-0.367559513668322,-0.44134091637269,-0.454917600840252,-0.0141579917725225,-0.0277346762400846,0.0141579917725225,0.0277346762400846,0.000200448731030816,0.000769212266142315,1.18688775098225e-05,1.137527070223e-06,2,2,0,"Li",-0.807528619547002,-1.6967451785774,FALSE,86,61
357,-0.429622021329907,-0.546979715417043,-0.43299478706279,-0.42710039845222,-0.0033727657328832,0.00252162287768737,0.0033727657328832,0.00252162287768737,1.13755486889111e-05,6.35858193727632e-06,-1.04693357028123e-07,-1.00339335032696e-08,2,2,0,"Li",-0.80710724549336,-1.70366840223152,TRUE,437,314
358,-0.422669142460973,-0.438233395950005,-0.431637959214317,-0.433479595770155,-0.00896881675334432,-0.0108104533091819,0.00896881675334432,0.0108104533091819,8.04396739550698e-05,0.000116865900750002,7.60137380975575e-07,7.28524535898642e-08,2,2,0,"Li",-0.801368407709696,-1.68728060975409,FALSE,339,192
359,0.126124774526043,-0.0657662075009412,0.08538167648982,0.0902283038866533,-0.0407430980362228,-0.0358964706393896,0.0407430980362228,0.0358964706393896,0.00166000003758926,0.00128855660436456,-7.75122935739489e-06,-7.42886866449407e-07,2,2,0,"Gv",-1.03258960975577,1.24781693256811,TRUE,119,465
360,0.00385554848048464,-0.015670336130579,-0.00774790343221514,-0.00857460317034429,-0.0116034519126998,-0.0124301516508289,0.0116034519126998,0.0124301516508289,0.000134640096290336,0.000154508670062605,4.14614604910814e-07,3.97371475445378e-08,2,2,0,"Li",-0.906479709140716,-0.351486629327102,FALSE,392,229
361,0.129968018632466,-0.129264748362132,0.102538801645593,0.101515730984097,-0.0274292169868733,-0.0284522876483696,0.0274292169868733,0.0284522876483696,0.000752361944512981,0.000809532672425565,1.19303071461646e-06,1.14341455825169e-07,2,2,0,"Gv",-1.02597008980066,1.21126684829113,FALSE,302,177
362,0.128155929940076,0.259556146659881,0.0919242102860305,0.0971451739273527,-0.0362317196540455,-0.0310107560127232,0.0362317196540455,0.0310107560127232,0.00131273750908934,0.00096166698848065,-7.32609028037875e-06,-7.02141041217388e-07,2,2,0,"Gv",-1.03101536060755,1.22351346734145,TRUE,129,459
363,0.152106355287056,0.0885520551838424,0.0174986549690892,0.0131390488084715,-0.134607700317967,-0.138967306478584,0.134607700317967,0.138967306478584,0.0181192329848915,0.0193119122699128,2.48886636862982e-05,2.38535857004255e-06,2,2,0,"Lc",1.91488325633274,0.185291008735601,FALSE,45,32
364,0.135297994870428,0.0923001110010093,0.0826740238775866,0.0862573661861222,-0.0526239709928415,-0.049040628684306,0.0526239709928415,0.049040628684306,0.00276928232305543,0.00240498326175197,-7.6021416082984e-06,-7.28598122606907e-07,2,2,0,"Lc",1.94355038455599,0.19420522933988,TRUE,123,463
365,-0.0981317063757879,-0.115063539605984,-0.0660157282135039,-0.0665847128118706,0.0321159781622841,0.0315469935639173,0.0321159781622841,0.0315469935639173,0.00103143605332031,0.000995212802921841,-7.55901698062883e-07,-7.24465007969333e-08,2,2,0,"Bv",-0.945057092168876,2.1483260224026,TRUE,340,353
366,-0.311186707032017,-0.249964889633104,-0.266612009829232,-0.267708833358719,0.0445746972027852,0.0434778736732976,0.0445746972027852,0.0434778736732976,0.00198690363071998,0.00189032549915122,-2.01537887532195e-06,-1.93156263137523e-07,2,2,0,"Li",-0.827858723233485,-1.36521130397478,TRUE,261,400
367,0.106040348978536,0.173874366700806,0.11265113905149,0.111893381563134,0.00661079007295479,0.00585303258459786,0.00661079007295479,0.00585303258459786,4.37025453886775e-05,3.42579904363644e-05,-1.97087645293255e-07,-1.88891099046264e-08,1,2,-1,"Gv",-0.954562007933853,0.207039721561848,TRUE,419,324
368,0.170552896099252,0.227348093346419,0.267716982194548,0.261580519302209,0.097164086095296,0.0910276232029575,0.097164086095296,0.0910276232029575,0.0094408596267341,0.0082860281859796,-2.40988601917315e-05,-2.30966288150899e-06,2,2,0,"Lc",1.85899086068501,0.248161157931359,TRUE,47,487
369,0.129495939331719,0.0722416789391063,0.229914437093154,0.0308820052291651,0.100418497761435,-0.0986139341025537,0.100418497761435,0.0986139341025537,0.0100838746926633,0.00972470799918281,-7.49504007793287e-06,-7.18333386960906e-07,3,2,1,"Li",-0.918156396175006,0.19530531499193,TRUE,125,462
370,0.142126457384894,0.00579733175706001,0.0664271293932617,0.07075176122016,-0.0756993279916323,-0.071374696164734,0.0756993279916323,0.071374696164734,0.00573038825838473,0.0050943472526081,-1.32728143116757e-05,-1.27208201155327e-06,2,2,0,"Lc",1.93018126169825,0.197168341082267,TRUE,76,479
371,-0.125760492541496,-0.164632716975286,-0.106743636264613,-0.10672022104475,0.0190168562768832,0.0190402714967459,0.0190168562768832,0.0190402714967459,0.000361640822655631,0.000362531938669795,1.85956837353837e-08,1.78223202832773e-09,2,2,0,"Bv",-0.93983426586388,2.16102059376659,FALSE,489,260
372,0.291077020170108,0.318868433415163,0.319330070834872,0.340846501005469,0.0282530506647635,0.049769480835361,0.0282530506647635,0.049769480835361,0.000798234871865695,0.00247700122262137,3.50322602535073e-05,3.35753270151135e-06,3,2,1,"Li",-0.336824621381804,-0.102758556912868,FALSE,28,21
373,-0.416590802459561,-0.498898914616763,-0.514989734283185,-0.516428740345137,-0.0983989318236237,-0.099837937885576,0.0983989318236237,0.099837937885576,0.00968234978403014,0.00996761384124414,5.95285025149196e-06,5.70528114427996e-07,2,2,0,"Li",-0.796562976389331,-1.67254366966827,FALSE,151,96
374,0.171704961937349,0.164820868489502,0.150487971553123,0.15007808532439,-0.0212169903842252,-0.0216268766129589,0.0212169903842252,0.0216268766129589,0.000450160680964305,0.000467721792032148,3.66462797513499e-07,3.51222221356877e-08,2,2,0,"Gv",-0.968012841456648,0.594400374599944,FALSE,397,232
375,0.0719792816363031,-0.0447869509766768,0.0615443450703635,0.0741853016678427,-0.0104349365659396,0.00220602003153958,0.0104349365659396,0.00220602003153958,0.000108887901135184,4.86652437955389e-06,-2.17070346971811e-06,-2.0804275351126e-07,2,2,0,"Gv",-1.06528479501,1.6770990632974,TRUE,258,403
376,0.202518552292982,0.201687650871421,0.255366412445118,0.260710362809598,0.0528478601521362,0.0581918105166156,0.0528478601521362,0.0581918105166156,0.00279289632265974,0.0033862868112017,1.23827893126404e-05,1.18678097708392e-06,2,2,0,"Gv",-0.978156637665289,1.67041148074535,FALSE,82,57
377,-0.150063429776672,-0.137177889616932,-0.19665014046468,-0.193381651949778,-0.0465867106880075,-0.043318222173106,0.0465867106880075,0.043318222173106,0.00217032161272811,0.00187646837223857,-6.13208812085849e-06,-5.87706480979069e-07,2,2,0,"Li",-0.869655149915213,-0.884808024378475,TRUE,148,448
378,0.0473778211642814,0.0327902583181811,0.112841990566626,0.114827246396844,0.0654641694023443,0.0674494252325626,0.0654641694023443,0.0674494252325626,0.00428555747553883,0.00454942496420305,5.50634966632688e-06,5.27734977328439e-07,2,2,0,"Bv",-0.968888578248511,2.01654368518052,FALSE,161,104
379,-0.428092994573016,-0.444484090246623,-0.396569846555036,-0.395577734942483,0.0315231480179806,0.0325152596305328,0.0315231480179806,0.0325152596305328,0.000993708860963512,0.00105724210884095,1.32580288697783e-06,1.27066495754882e-07,2,2,0,"Li",-0.80431103640655,-1.70099474739021,FALSE,292,171
380,0.127378886427823,0.303734086706315,0.127540371870538,0.133266634857578,0.000161485442714965,0.00588774842975509,0.000161485442714965,0.00588774842975509,2.60775482088482e-08,3.46655815720835e-05,7.22852301316707e-07,6.92790080477494e-08,2,2,0,"Lc",1.95621910140672,0.200567538997453,FALSE,348,199
381,-0.273232832955097,-0.196974181713266,-0.249597859399741,-0.197311346583196,0.0236349735553565,0.0759214863719012,0.0236349735553565,0.0759214863719012,0.000558611974962399,0.00576407209291878,0.000108626810103392,1.04109202359128e-05,3,2,1,"Li",-0.691256540748791,-1.35931453311925,FALSE,9,8
382,0.0704097731722945,0.181552881245358,0.0674626236500392,0.0675669088796942,-0.00294714952225525,-0.00284286429260026,0.00294714952225525,0.00284286429260026,8.68569030652934e-06,8.0818773861416e-06,-1.2600283155504e-08,-1.20762584077549e-09,3,2,1,"Gv",-1.06734254219772,1.68301955074658,TRUE,492,270
383,-0.428140331985072,-0.520461027268055,-0.402261678301479,-0.400762062324959,0.0258786536835933,0.027378269660113,0.0258786536835933,0.027378269660113,0.000669704716475358,0.000749569649581863,1.66661019888598e-06,1.59729866213009e-07,2,2,0,"Li",-0.804759043827521,-1.70141086427107,FALSE,277,165
384,0.0172583402740657,0.0336925241168613,0.102013780605682,0.102791209491768,0.0847554403316164,0.085532869217702,0.0847554403316164,0.085532869217702,0.00718348466580619,0.00731587171661252,2.7626343689542e-06,2.64774101612649e-07,2,2,0,"Bv",-0.926411384514364,1.48791899973445,FALSE,234,143
385,0.138488710823999,0.253971229533727,0.205715570032842,0.208222046417758,0.0672268592088427,0.0697333355937583,0.0672268592088427,0.0697333355937583,0.00451945059908556,0.00486273809303172,7.16367517390532e-06,6.86574987892314e-07,2,2,0,"Gv",-0.975832469423525,0.539993679800492,FALSE,132,90
386,0.160354194575735,0.154702052123086,0.195630823750962,0.117018102229048,0.0352766291752272,-0.0433360923466866,0.0352766291752272,0.0433360923466866,0.00124444056596649,0.00187801689988055,1.32213818856622e-05,1.26715266782811e-06,3,2,1,"Li",-0.92355756559104,0.594410839355082,FALSE,77,55
387,0.0715310193050577,-0.141405045518407,0.0513145623777772,0.0577568094663384,-0.0202164569272805,-0.0137742098387193,0.0202164569272805,0.0137742098387193,0.000408705130692587,0.000189728856681071,-4.56956610850679e-06,-4.37952548023033e-07,2,2,0,"Gv",-1.06582828742878,1.67633184991904,TRUE,174,441
388,-0.0257468029266722,0.0087377732832734,0.0326956014644861,0.0405301636743612,0.0584424043911583,0.0662769666010334,0.0584424043911583,0.0662769666010334,0.00341551463101968,0.00439263630183449,2.03904376901036e-05,1.95424334162961e-06,2,2,0,"Bv",-0.955743047369574,2.08188572922874,FALSE,56,42
389,-0.430149392952416,-0.620644937510969,-0.480693616163919,-0.481762581611386,-0.0505442232115026,-0.0516131886589694,0.0505442232115026,0.0516131886589694,0.0025547185000542,0.00266392124354636,2.27882750252427e-06,2.1840548698432e-07,2,2,0,"Li",-0.807641994417285,-1.70495446504378,FALSE,255,159
