"point","error_auto","error_local_auto","rmse_component","truth_rmse_auto","truth_rmse_local_auto","truth_rmse_delta","dataset_id","batch_id","local_dim","auto_dim","dim_deviation"
1,-0.0100081007226042,-0.00398493476015699,-9.50956762066487e-07,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",3,4,-1
2,0.0183641149713588,0.044094613270217,1.81328195478024e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",1,4,-3
3,-0.0830642128814809,-0.0793342152522926,-6.83462015245389e-06,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
4,0.113487784445811,0.158050695954302,0.000136530269205354,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
5,0.0433321603839213,0.0412523734549746,-1.98487796409884e-06,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
6,-0.0726507284199447,-0.0240838743274727,-5.30085385967884e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",2,4,-2
7,0.0492528337109798,0.0368723571846852,-1.20307184767384e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",4,4,0
8,0.0711972289041148,0.101274228247612,5.85296254043929e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",4,4,0
9,0.0570475460743771,0.0614629280531701,5.90403634129251e-06,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",5,4,1
10,-0.0311484028852033,-0.0335848077305201,1.77951071647724e-06,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
11,0.152063827884243,0.0625455118542115,-0.000216762688031257,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",3,4,-1
12,0.0389847600318841,0.0378835631322413,-9.55072615749695e-07,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",3,4,-1
13,-0.0722999145200044,0.0467921133743239,-3.42751779934978e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",3,4,-1
14,-0.222598803838618,-0.212653729590496,-4.88397399843968e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",3,4,-1
15,0.129292274018013,0.118494776808567,-3.01874002384321e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
16,-0.00455938924840316,-0.00600911454364195,1.72871432149364e-07,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
17,-0.010954435365346,0.0522403383655689,2.94379088838811e-05,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",4,4,0
18,0.0951643176123323,0.09655903980964,3.01707943198575e-06,0.0916834394572969,0.0855746197796613,-0.00610881967763564,"LA-D2-RAW-N500","FB06",6,4,2
