"point","error_auto","error_local_auto","rmse_component","truth_rmse_auto","truth_rmse_local_auto","truth_rmse_delta","dataset_id","batch_id","local_dim","auto_dim","dim_deviation"
1,-0.0773827835065475,-0.0773827835065475,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
2,0.0371026668576575,0.0371026668576575,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
3,0.0443555761702495,0.0443555761702495,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
4,-0.00116059450561033,-0.00116059450561033,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
5,-0.00229177542758835,-0.00229177542758835,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
6,-0.0192104013848994,-0.0192104013848994,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
7,0.0892233955098124,0.0892233955098124,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
8,0.0223490316937821,0.0223490316937821,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
9,0.0312962669803256,0.0711307235624178,8.95137841169678e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
10,-0.0142960771357504,-0.0142960771357504,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
11,0.0625598812473371,0.0625598812473371,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
12,0.0521935999927388,0.0521935999927388,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
13,-0.053995395504661,-0.0223904846733736,-5.29644252630279e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
14,-0.0247601761802818,-0.0186263804271981,-5.83849753684918e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
15,0.0636852130276527,0.0669542226150336,9.36929896755379e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
16,0.0230386121823687,0.0230386121823687,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
17,-0.0457712877730779,-0.0457712877730779,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
18,0.00434803813124483,0.00434803813124483,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
19,0.00277464812043241,0.00277464812043241,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
20,0.0177143739424964,0.0609964197758874,7.47409613688732e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
21,0.0201783230107259,0.0201783230107259,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
22,0.0130831651942036,0.0130831651942036,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
23,0.0355504502048355,0.0355504502048355,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
24,-0.107033821518288,-0.107033821518288,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
25,0.0487866383499672,0.0487866383499672,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
26,-0.0371901668292903,-0.0341838860508791,-4.70745856080783e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
27,-0.00192603430562967,-0.00192603430562967,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
28,0.025061277689909,0.025061277689909,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
29,0.000558756962619034,0.000558756962619034,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
30,0.0386861308889904,0.0386861308889904,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
31,-0.00866034683038996,-0.00866034683038996,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
32,0.0333546337903693,0.0662622717741188,7.1919451287311e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
33,-0.0113384291569586,-0.0113384291569586,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
34,-0.00570083709229496,-0.00570083709229496,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
35,-0.00646046034034849,-0.00646046034034849,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
36,-0.0391582258709043,-0.0463161200290524,1.34226314453467e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
37,0.0365541075382101,0.0365541075382101,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
38,-0.00505517861455573,-0.00505517861455573,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
39,0.029335851807713,0.029335851807713,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
40,0.0463009200892908,0.0463009200892908,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
41,0.0729169279162226,0.0717065493594605,-3.84040147408832e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
42,-0.0440683747855309,-0.0440683747855309,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
43,0.05963897605798,0.0597808566921393,3.71720221167177e-07,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
44,0.052992016553587,0.052992016553587,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
45,0.0170924187586665,0.0170924187586665,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
46,0.0307677532892559,0.0363874175024868,8.27954425055762e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
47,-0.00362172454951279,-0.00362172454951279,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
48,0.00599596411039584,0.00599596411039584,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
49,-0.0352744199522059,-0.0352744199522059,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
50,-0.00835263422206076,-0.00589777713286353,-7.67485577070439e-07,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
51,0.0185503435585882,0.0185503435585882,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
52,-0.0314858668083655,-0.0314858668083655,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
53,0.039604761045025,0.0400393014904405,7.59276952362631e-07,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
54,-0.00678594841459612,-0.00678594841459612,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
55,0.0136329700241257,0.0136329700241257,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
56,0.0700095842787072,0.0700095842787072,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
57,0.0295059090679822,0.0247977760503425,-5.60911874396983e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
58,-0.00292291924999959,-0.00292291924999959,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
59,0.0422694214199915,0.0397695568762118,-4.49938677292343e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
60,-0.00608541243698126,-0.00608541243698126,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
61,0.0336920057208372,0.0336920057208372,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
62,-0.0267498035775709,-0.0267498035775709,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
63,0.0247234427966895,0.0507629212600326,4.31238370384139e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
64,0.0121494831319311,0.0121494831319311,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
65,0.0486274827382695,0.0619698482532163,3.23738304389048e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
66,0.0350490724148421,0.0350490724148421,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
67,-0.00757203275583648,-0.00757203275583648,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
68,0.0403683632955745,0.0697098064144843,7.08596947891885e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
69,0.0128384558666185,0.00904796515784925,-1.82006455962736e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
70,0.0124133896357052,0.0444973910822425,4.00589607300913e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
71,0.00396794504582125,0.00396794504582125,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
72,-0.0367371177092171,-0.0367371177092171,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
73,0.0116600994100571,0.0116600994100571,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
74,0.0546171919028923,0.0546171919028923,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
75,-0.0306769237758433,-0.0315570085777686,1.20162338619813e-06,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
76,0.036587794337788,0.057540077935513,4.32679394075953e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
77,0.00356079600814535,0.00356079600814535,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
78,0.0247005209273738,0.0247005209273738,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
79,-0.0041749256863247,-0.0041749256863247,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
80,-0.0263683748573605,-0.00499889855797608,-1.47057526159385e-05,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",3,2,1
81,-0.0644670321038157,-0.0644670321038157,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
82,0.0351503310376724,0.0351503310376724,0,0.03761112191145,0.0383571316161813,0.000746009704731258,"SYN-TWO-PLANES-N600","FB12",2,2,0
