"case.id","dataset.id","truth.id","geometry.family","source.kind","n","ambient.dimension","intrinsic.dimension","noise.sd","pca.truth.rmse","second.truth.rmse","delta.truth.rmse","pca.observed.rmse","second.observed.rmse","delta.observed.rmse","pca.cv.rmse","second.cv.rmse","pca.selected.support.size","second.selected.support.size","pca.selected.degree","second.selected.degree","pca.selected.kernel","second.selected.kernel","pca.selected.chart.dim","second.selected.chart.dim","pca.runtime.sec","second.runtime.sec","runtime.ratio.second_over_pca","second.fallback.count","second.fallback.rate","second.fallback.reasons","second.any.pca.fallback.used","second.any.structured.failure","second.median.design.rank","second.max.design.rank","second.median.design.condition","second.max.design.condition","pca.fit.status","second.fit.status","pca.fit.error","second.fit.error","notes","outcome","n.chart.diagnostics","fit.residual.median","fit.residual.q90","curvature.fitted.median","curvature.fitted.q90","corrected.residual.median","corrected.residual.q90","corrected.over.fit.median","corrected.over.fit.q90","curvature.over.fit.median","curvature.over.fit.q90","design.condition.median","design.condition.q90","design.condition.max","log10.design.condition.median","log10.design.condition.q90","log10.design.condition.max","first.rank.median","first.rank.q90","second.rank.median","second.rank.q90","design.rank.median","design.rank.q90","fallback.count","fallback.rate","delta.abs","delta.rel","fallback.category","effective.second.order.case","high.dim.flag","singular.flag","valencia.flag","geometry.bucket","support.delta","degree.delta","chart.dim.delta","same.support","same.degree","same.kernel","same.chart.dim","material.abs.exceeded","material.rel.exceeded","practical.outcome"
"highdim_curved_hypersurface_3d","h5_highdim_curved_hypersurface_3d","h5_truth_highdim_curved_hypersurface_3d","custom_highdim_curved_3d","generated_h5_curved_singular",80,36,3,0.1,0.381518450544254,0.551593456958505,0.170075006414251,0.376419922774539,0.545669835843615,0.169249913069076,0.641267329050968,0.687111616925729,15,25,1,1,"tricube","tricube",3,3,1.164,5.845,5.02147766323023,0,0,,FALSE,FALSE,6,6,3.31374401231675,11.8155679735549,"ok","ok",,,"Custom H5 curved/singular generator: highdim_curved_hypersurface_3d","pca",80,1.71689350228831,2.33063107721171,4.50958023965804,6.84693597619412,2.90792787480417,3.96869141742643,1.70307853080658,2.65546635919133,2.66490223159839,6.22101398424586,3.31374401231674,5.36149269462973,11.8155679735549,0.52031888738673,0.729210957887906,1.0724546029766,23,23,17,17,6,6,0,0,0.170075006414251,0.445784486101867,"none",TRUE,TRUE,FALSE,FALSE,"highdim_3d",10,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"material_pca_win"
"highdim_curved_paraboloid_2d","h5_highdim_curved_paraboloid_2d","h5_truth_highdim_curved_paraboloid_2d","custom_highdim_curved_2d","generated_h5_curved_singular",80,30,2,0.1,0.232222073704197,0.235477472873289,0.00325539916909187,0.24785928275568,0.24935333269411,0.00149404993843061,0.652086058077733,0.651085925753124,25,25,2,2,"tricube","tricube",2,2,1.145,5.06700000000001,4.42532751091705,0,0,,FALSE,FALSE,3,3,1.84316243252114,4.81442205812034,"ok","ok",,,"Custom H5 curved/singular generator: highdim_curved_paraboloid_2d","pca",80,1.6503351815962,2.07466983987384,2.2221588921742,4.6783364379417,2.10572639139501,2.84751193245086,1.31729270380097,1.77158236373055,1.30364884759187,3.72405885521578,1.84316243252113,2.76501576532492,4.81442205812034,0.265549299897381,0.441695973654806,0.682544160197019,23,23,20,20,3,3,0,0,0.00325539916909187,0.0140184742869818,"none",TRUE,TRUE,FALSE,FALSE,"highdim_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"highdim_curved_saddle_2d","h5_highdim_curved_saddle_2d","h5_truth_highdim_curved_saddle_2d","custom_highdim_curved_2d","generated_h5_curved_singular",80,30,2,0.1,0.208656051613283,0.21258726348192,0.00393121186863699,0.223610479136011,0.227398373449938,0.00378789431392682,0.598091765706894,0.598865651418574,25,25,2,2,"tricube","tricube",2,2,1.13,4.943,4.37433628318586,0,0,,FALSE,FALSE,3,3,1.75623888773647,3.4497604508207,"ok","ok",,,"Custom H5 curved/singular generator: highdim_curved_saddle_2d","pca",80,1.66799582344618,2.12540859137523,2.3550909657074,4.96674997028064,1.91827289349608,2.6559028288783,1.28199637344799,1.6217673300319,1.26630727438873,4.04459379051594,1.75623888773647,2.37494686599377,3.4497604508207,0.244583488003838,0.375644003248022,0.537788938986698,23,23,20,20,3,3,0,0,0.00393121186863699,0.0188406319310737,"none",TRUE,TRUE,FALSE,FALSE,"highdim_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"highdim_embedded_2d","p7c_hd_2d_diagonal_embed100_n400_seed402","p7d_hd2_latent_three_gaussian_v1","controlled_highdim","generated",80,100,2,0.1,0.2454869046273,0.245921614650958,0.00043471002365808,0.244594490947606,0.245547319707831,0.0009528287602249,0.493535521742416,0.499435618105289,25,25,2,2,"tricube","tricube",2,2,2.047,9.554,4.66731802638008,0,0,,FALSE,FALSE,3,3,1.80125977079193,4.13520471592642,"ok","ok",,,"High-dimensional diagonal 2D embedding","pca",80,18.525431969585,23.6741322858924,28.2502613690774,52.5033227349772,24.4269755032153,32.7188212010567,1.29815632884,1.92431729358984,1.46297431039617,4.02471364831335,1.80125977079192,2.81744493608232,4.13520471592642,0.255576297857641,0.449855160339597,0.616497014443938,23,23,20,20,3,3,0,0,0.00043471002365808,0.00177080738509478,"none",TRUE,TRUE,FALSE,FALSE,"highdim_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"highdim_embedded_3d","p7c_hd_3d_diagonal_embed99_n600_seed403","p7d_hd3_latent_four_gaussian_v1","controlled_highdim","generated",80,99,3,0.1,0.578286753178399,0.578111555656188,-0.000175197522210846,0.562487101215711,0.562263684647847,-0.000223416567863843,0.905602600620782,0.909204976458019,15,15,1,1,"tricube","tricube",3,3,1.72,8.873,5.15872093023256,0,0,,FALSE,FALSE,6,6,5.49483072135954,25.3467612894905,"ok","ok",,,"High-dimensional diagonal 3D embedding","second.order.svd",80,8.15898161119678,11.6365076744469,32.1539482098535,42.501937520547,23.1811971542311,34.1163465820998,2.73370469822128,6.23257498896389,4.20498866249169,8.98193842788177,5.49483072135954,10.3207385683775,25.3467612894905,0.739938982178217,1.01365602486477,1.40392247475571,13,13,7,7,6,6,0,0,-0.000175197522210846,-0.00030295959789485,"none",TRUE,TRUE,FALSE,FALSE,"highdim_3d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"monkey_saddle_2d","h5_monkey_saddle_2d","h5_truth_monkey_saddle_2d","custom_curved_2d","generated_h5_curved_singular",80,3,2,0.1,0.361367794661095,0.355991726946967,-0.00537606771412807,0.378201558342272,0.374004996584017,-0.00419656175825583,0.61184499769286,0.622094969435934,15,15,1,1,"tricube","tricube",2,2,0.183999999999997,0.709000000000003,3.85326086956529,0,0,,FALSE,FALSE,3,3,2.17582766824472,45.9345626707143,"ok","ok",,,"Custom H5 curved/singular generator: monkey_saddle","second.order.svd",80,0.917632738368457,1.35432855823259,2.00312375136456,4.16797123671994,1.35829150556766,2.09397114984909,1.50538730300302,2.71980241049697,2.46527030925076,5.68461560160526,2.17582766824471,5.42729434568418,45.9345626707143,0.337611854125561,0.734141101778715,1.66213958594258,3,3,3,3,3,3,0,0,-0.00537606771412807,-0.0148769973239313,"none",TRUE,FALSE,FALSE,FALSE,"curved_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"material_second_order_win"
"nearline_paraboloid_singular_2d","h5_nearline_paraboloid_singular_2d","h5_truth_nearline_paraboloid_singular_2d","custom_singular_2d","generated_h5_curved_singular",80,3,2,0.1,0.885976980821581,0.886611029256889,0.000634048435307788,0.882621002137532,0.883101820806522,0.000480818668990857,0.990559320662149,0.989986325220364,15,15,1,1,"gaussian","gaussian",1,1,0.189,0.765000000000001,4.04761904761905,0,0,,FALSE,FALSE,1,1,1,1,"ok","ok",,,"Custom H5 curved/singular generator: nearline_paraboloid_singular","pca",80,0.832896134510313,1.06358443361045,0.125306911934278,0.788488245352149,0.487659087020433,0.621289781876211,0.578972326148434,0.587733130543434,0.149032566588436,1.18180121533191,1,1,1,0,0,0,3,3,3,3,1,1,0,0,0.000634048435307788,0.000715648881441394,"none",TRUE,FALSE,TRUE,FALSE,"singular_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"nearline_saddle_singular_2d","h5_nearline_saddle_singular_2d","h5_truth_nearline_saddle_singular_2d","custom_singular_2d","generated_h5_curved_singular",80,3,2,0.1,0.774861655808772,0.773576494946057,-0.00128516086271491,0.786771752664835,0.785560561704274,-0.00121119096056077,0.878095421860438,0.8780649193607,15,15,1,1,"tricube","tricube",1,1,0.177999999999997,0.738999999999997,4.15168539325848,0,0,,FALSE,FALSE,1,1,1,1,"ok","ok",,,"Custom H5 curved/singular generator: nearline_saddle_singular","second.order.svd",80,0.49901697666359,0.623176833588544,0.154776955115083,0.651847350272274,0.520696584031969,0.622988511926545,1.0609188149823,1.21801300002261,0.30523335199483,0.964998500735133,1,1,1,0,0,0,3,3,3,3,1,1,0,0,-0.00128516086271491,-0.00165856814965699,"none",TRUE,FALSE,TRUE,FALSE,"singular_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"paraboloid_mild_2d","h5_paraboloid_mild_2d","h5_truth_paraboloid_mild_2d","custom_curved_2d","generated_h5_curved_singular",80,3,2,0.1,0.141873643145371,0.141877005969514,3.36282414270528e-06,0.129109420468147,0.128416074389853,-0.00069334607829416,0.49026664366866,0.492115731242767,15,15,2,2,"tricube","tricube",2,2,0.197000000000003,0.768000000000001,3.89847715736036,0,0,,FALSE,FALSE,3,3,1.83275969717155,5.79674660324669,"ok","ok",,,"Custom H5 curved/singular generator: paraboloid_mild","pca",80,0.865615251295847,1.10808254554487,1.29301346244163,2.84287704256007,1.32961625061353,1.7490622850888,1.50875475191193,2.56136690525212,1.45968540046854,5.16994645356255,1.83275969717155,3.6001434488934,5.79674660324669,0.263102319352116,0.556315946523388,0.76318431620362,3,3,3,3,3,3,0,0,3.36282414270528e-06,2.37029519236322e-05,"none",TRUE,FALSE,FALSE,FALSE,"curved_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
"paraboloid_sharp_2d","h5_paraboloid_sharp_2d","h5_truth_paraboloid_sharp_2d","custom_curved_2d","generated_h5_curved_singular",80,3,2,0.1,0.226568894363032,0.226568894363032,-5.55111512312578e-17,0.247082703703189,0.247082703703189,-2.77555756156289e-17,0.469839572807157,0.469839572807157,25,25,1,1,"tricube","tricube",3,3,0.190999999999995,0.704999999999998,3.69109947643987,80,1,"chart_dim_not_less_than_ambient_dim:80",TRUE,FALSE,0,0,,,"ok","ok",,,"Custom H5 curved/singular generator: paraboloid_sharp","tied",80,0,0,0,0,0,0,,,,,,,,,,,3,3,0,0,0,0,80,1,-5.55111512312578e-17,-2.45007821516365e-16,"full",FALSE,FALSE,FALSE,FALSE,"curved_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"full_fallback_noninformative"
"saddle_cross_2d","h5_saddle_cross_2d","h5_truth_saddle_cross_2d","custom_curved_2d","generated_h5_curved_singular",80,3,2,0.1,0.233693286557808,0.234710455337815,0.00101716878000765,0.257156204944881,0.257599500620919,0.000443295676038569,0.522808579100061,0.526222282375888,25,25,2,2,"tricube","tricube",2,2,0.183999999999997,0.786999999999999,4.27717391304353,0,0,,FALSE,FALSE,3,3,1.69785759299686,8.90159011989939,"ok","ok",,,"Custom H5 curved/singular generator: saddle_cross","pca",80,1.66433752702642,2.16427822089304,2.5299060060324,5.08190101868821,2.13569007163585,2.64489643936381,1.22974427681998,1.82833232477207,1.35075735296138,4.27428787084669,1.69785759299686,3.37978862981983,8.90159011989939,0.229900876882506,0.528471483861608,0.949467593006025,3,3,3,3,3,3,0,0,0.00101716878000765,0.00435258023450338,"none",TRUE,FALSE,FALSE,FALSE,"curved_2d",0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"practical_tie"
