"local.candidate.id","support.size","degree","kernel","chart.dim","chart.dim.mode","selected.lambda.sync","selected.lambda.ridge","selected.cv.rmse.observed","selected.total.local.gcv.ps","selected.sync.energy","selected.mean.sync.squared.disagreement","evaluated.lambda.count","unique.lambda.count","boundary.expansion.count","local.candidate.elapsed.sec","lambda.search.elapsed.sec","frame.prep.elapsed.sec","system.cache.elapsed.sec","fold.component.cache.elapsed.sec","final.solve.elapsed.sec","local.candidate.status","screening.cv.rmse.observed","screening.rank","screening.reason","task_id","pair_id","search_policy","chart_dim_rule","candidate_key"
5,19,2,"tricube",2,"global.auto",90,0,0.109215760506562,5.49973498100262,0.0141842787189933,6.93554130680263e-07,8,8,2,2.583,1.964,0.0890000000000004,0.00999999999999979,0.319000000000001,0.0579999999999998,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","19|2|tricube"
6,20,2,"tricube",2,"global.auto",90,0,0.109005083683966,5.19454918181434,0.0150551453262071,6.92631706348822e-07,8,8,2,2.541,1.917,0.0879999999999992,0.0129999999999999,0.34,0.0329999999999977,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","20|2|tricube"
7,21,2,"tricube",2,"global.auto",90,0,0.108971329268878,4.92904963649838,0.013663701627608,5.94557940745414e-07,8,8,2,2.329,1.77,0.0869999999999997,0.00899999999999679,0.292000000000002,0.0309999999999988,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","21|2|tricube"
8,22,2,"tricube",2,"global.auto",90,0,0.10864306947968,4.71787092849457,0.0150860822255643,6.2233825055818e-07,8,8,2,2.521,1.881,0.116999999999997,0.0139999999999993,0.326999999999998,0.0329999999999977,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","22|2|tricube"
9,23,2,"tricube",2,"global.auto",90,0,0.108663333542978,4.53720537965542,0.0159440787764665,6.25252693690876e-07,8,8,2,2.626,1.809,0.0969999999999978,0.0140000000000029,0.471,0.0489999999999995,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","23|2|tricube"
10,24,2,"tricube",2,"global.auto",90,0,0.108708336799015,4.37971596721054,0.0177615254021841,6.64093562020468e-07,8,8,2,2.612,1.902,0.118000000000002,0.00900000000000034,0.363,0.0330000000000013,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","24|2|tricube"
11,25,2,"tricube",2,"global.auto",30,0,0.108875691603796,4.15911283116496,0.0314332148301548,1.12215922672386e-06,8,8,2,2.443,1.681,0.122999999999998,0.0120000000000005,0.425999999999998,0.0280000000000022,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","25|2|tricube"
12,26,2,"tricube",2,"global.auto",30,0,0.108872590969367,4.06638366475468,0.0359628189993796,1.22875414046686e-06,8,8,2,2.482,1.791,0.0899999999999999,0.00900000000000034,0.400000000000002,0.0370000000000026,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","26|2|tricube"
13,27,2,"tricube",2,"global.auto",30,0,0.108880323380676,3.98484074195359,0.0389206944464493,1.27102508797624e-06,8,8,2,2.655,1.902,0.103999999999999,0.0100000000000016,0.399999999999999,0.0649999999999977,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","27|2|tricube"
14,28,2,"tricube",2,"global.auto",30,0,0.10886152729404,3.87463771476536,0.041267688598714,1.293678235943e-06,8,8,2,2.889,2.083,0.131,0.00999999999999801,0.443999999999996,0.0349999999999966,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","28|2|tricube"
15,29,2,"tricube",2,"global.auto",30,0,0.108985237402868,3.79247007577466,0.0492862603630285,1.48694444716136e-06,8,8,2,2.74,1.927,0.139000000000003,0.00900000000000034,0.454000000000001,0.036999999999999,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","29|2|tricube"
16,30,2,"tricube",2,"global.auto",30,0,0.109423601816307,3.74959460458478,0.0554993773806678,1.61220577398244e-06,8,8,2,2.803,1.897,0.0949999999999989,0.0120000000000005,0.469999999999999,0.0290000000000035,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","30|2|tricube"
17,31,2,"tricube",2,"global.auto",30,0,0.109161862501919,3.65455061286731,0.0618725922005952,1.73222818715061e-06,8,8,2,2.774,1.975,0.107999999999997,0.0180000000000007,0.457000000000001,0.0330000000000013,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","31|2|tricube"
18,32,2,"tricube",2,"global.auto",30,0,0.109424313363869,3.60833782114907,0.0700861836273039,1.89353030508653e-06,8,8,2,2.662,1.686,0.113999999999997,0.0109999999999957,0.628,0.0290000000000035,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","32|2|tricube"
19,33,2,"tricube",2,"global.auto",30,0,0.109228972660269,3.55159212269898,0.0782980875542567,2.04497722206791e-06,8,8,2,2.773,1.899,0.0960000000000036,0.00999999999999801,0.539000000000001,0.0399999999999991,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","33|2|tricube"
20,34,2,"tricube",2,"global.auto",30,0,0.109081271850222,3.51253023481458,0.0805474963610238,2.033206196159e-06,8,8,2,2.748,1.815,0.0949999999999989,0.00900000000000034,0.609999999999999,0.0330000000000013,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","34|2|tricube"
21,35,2,"tricube",2,"global.auto",30,0,0.109006665155145,3.45772149352423,0.0836014917520111,2.04087766058486e-06,8,8,2,2.73,1.73,0.100999999999999,0.00999999999999801,0.68,0.0300000000000011,"evaluated",NA,NA,"full_search","s3r_0005__LA_D1_RAW_N500__r02__auto__full","LA_D1_RAW_N500__r02__auto","full","auto","35|2|tricube"
1,15,2,"tricube",2,"global.auto",90,0,0.109550521170312,7.1673835100156,0.00771864728990708,5.04270352581305e-07,8,8,2,2.591,1.984,0.0979999999999999,0.0149999999999997,0.261,0.0329999999999995,"evaluated",Inf,NA,"lps_selected+neighbor+guard","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","15|2|tricube"
2,16,2,"tricube",2,"global.auto",90,0,0.109340450933435,6.53093831328324,0.00940226779545458,5.67732306631768e-07,8,8,2,2.646,2.116,0.0969999999999995,0.0139999999999993,0.238,0.0329999999999995,"evaluated",Inf,NA,"neighbor","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","16|2|tricube"
3,17,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","17|2|tricube"
4,18,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","18|2|tricube"
5,19,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","19|2|tricube"
6,20,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","20|2|tricube"
7,21,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","21|2|tricube"
8,22,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","22|2|tricube"
9,23,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","23|2|tricube"
10,24,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","24|2|tricube"
11,25,2,"tricube",2,"global.auto",30,0,0.108875691603796,4.15911283116496,0.0314332148301548,1.12215922672386e-06,8,8,2,2.859,2.067,0.0849999999999991,0.0109999999999992,0.492000000000001,0.0380000000000003,"evaluated",Inf,NA,"guard","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","25|2|tricube"
12,26,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","26|2|tricube"
13,27,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","27|2|tricube"
14,28,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","28|2|tricube"
15,29,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","29|2|tricube"
16,30,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","30|2|tricube"
17,31,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","31|2|tricube"
18,32,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","32|2|tricube"
19,33,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","33|2|tricube"
20,34,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","34|2|tricube"
21,35,2,"tricube",2,"global.auto",30,0,0.109006665155145,3.45772149352423,0.0836014917520111,2.04087766058486e-06,8,8,2,2.801,1.685,0.109999999999999,0.011000000000001,0.683999999999999,0.0300000000000011,"evaluated",Inf,NA,"guard","s3r_0006__LA_D1_RAW_N500__r02__auto__screened","LA_D1_RAW_N500__r02__auto","screened","auto","35|2|tricube"
1,15,2,"tricube",2,"local.auto",30,0,0.110541373108743,10.0448704732859,0.0182450938263624,1.19197827690991e-06,8,8,2,3.315,2.251,0.0870000000000015,0.016,0.348000000000001,0.0339999999999989,"evaluated",Inf,NA,"lps_selected+neighbor+guard","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","15|2|tricube"
2,16,2,"tricube",2,"local.auto",30,0,0.110046917608128,112.429314914683,0.0139048520448312,8.39609538520256e-07,8,8,2,3.209,2.344,0.088000000000001,0.0130000000000017,0.288999999999998,0.0420000000000016,"evaluated",Inf,NA,"neighbor","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","16|2|tricube"
3,17,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","17|2|tricube"
4,18,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","18|2|tricube"
5,19,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","19|2|tricube"
6,20,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","20|2|tricube"
7,21,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","21|2|tricube"
8,22,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","22|2|tricube"
9,23,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","23|2|tricube"
10,24,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","24|2|tricube"
11,25,2,"tricube",2,"local.auto",90,0,0.107713359570278,5.29458921673487,0.00905685616596194,3.23327879972213e-07,8,8,2,3.749,2.625,0.109000000000002,0.00999999999999801,0.457000000000001,0.0399999999999991,"evaluated",Inf,NA,"guard","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","25|2|tricube"
12,26,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","26|2|tricube"
13,27,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","27|2|tricube"
14,28,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","28|2|tricube"
15,29,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","29|2|tricube"
16,30,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","30|2|tricube"
17,31,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","31|2|tricube"
18,32,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","32|2|tricube"
19,33,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","33|2|tricube"
20,34,2,"tricube",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"screened_out",Inf,NA,"screened_out","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","34|2|tricube"
21,35,2,"tricube",2,"local.auto",10,0,0.108430753148847,3.29264937716105,0.124243719002029,3.03303476128612e-06,8,8,2,3.381,1.986,0.108000000000001,0.0129999999999981,0.599,0.0350000000000001,"evaluated",Inf,NA,"guard","s3r_0008__LA_D1_RAW_N500__r02__local_auto__screened","LA_D1_RAW_N500__r02__local_auto","screened","local.auto","35|2|tricube"
1,15,2,"tricube",2,"global.auto",30,0,0.105897163272729,6.32711406920669,0.0180504620296108,1.17926270109913e-06,8,8,2,2.571,1.877,0.0860000000000003,0.0140000000000002,0.313,0.114999999999999,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","15|2|tricube"
2,16,2,"tricube",2,"global.auto",30,0,0.105620950955112,5.77702384616909,0.0199028459291699,1.20178332224986e-06,8,8,2,2.462,1.84,0.0879999999999992,0.016,0.260999999999999,0.0309999999999997,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","16|2|tricube"
3,17,2,"tricube",2,"global.auto",30,0,0.105508698689217,5.40339849352802,0.0228760823723633,1.28662835511742e-06,8,8,2,2.369,1.854,0.0880000000000001,0.00999999999999979,0.251,0.0310000000000006,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","17|2|tricube"
4,18,2,"tricube",2,"global.auto",30,0,0.10532270027902,5.05987215005506,0.0274336650717941,1.42920278270254e-06,8,8,2,2.656,2.1,0.093,0.0139999999999993,0.279999999999999,0.032,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","18|2|tricube"
5,19,2,"tricube",2,"global.auto",30,0,0.10516385798336,4.8187992900354,0.0296287462220431,1.44872642002297e-06,8,8,2,2.745,2.162,0.0950000000000006,0.00799999999999912,0.312000000000001,0.0410000000000004,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","19|2|tricube"
6,20,2,"tricube",2,"global.auto",30,0,0.104884639226328,4.59079287788913,0.0296830932101829,1.36560963407583e-06,8,8,2,2.395,1.746,0.0890000000000004,0.00900000000000034,0.355,0.0430000000000028,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","20|2|tricube"
7,21,2,"tricube",2,"global.auto",30,0,0.104764663775374,4.39903704711873,0.0281380024855589,1.22438803703825e-06,8,8,2,2.39,1.839,0.0850000000000009,0.00900000000000034,0.282,0.0289999999999999,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","21|2|tricube"
8,22,2,"tricube",2,"global.auto",30,0,0.10460005277373,4.25148161399552,0.0299743591538689,1.23651654276487e-06,8,8,2,2.653,1.998,0.100999999999999,0.0100000000000016,0.349,0.0470000000000006,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","22|2|tricube"
9,23,2,"tricube",2,"global.auto",10,0,0.104641663036574,3.97212772673282,0.0652677759681272,2.55949894047927e-06,8,8,2,2.737,1.944,0.0970000000000013,0.00900000000000034,0.486000000000001,0.0359999999999978,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","23|2|tricube"
10,24,2,"tricube",2,"global.auto",10,0,0.104608682750788,3.83848134806073,0.0726088225852709,2.71480351675399e-06,8,8,2,2.524,1.758,0.100999999999999,0.0190000000000019,0.449999999999999,0.0300000000000011,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","24|2|tricube"
11,25,2,"tricube",2,"global.auto",10,0,0.104452483577406,3.73154811024974,0.0765045080161192,2.73119501203227e-06,8,8,2,2.36,1.681,0.108000000000001,0.00799999999999912,0.361000000000001,0.0429999999999993,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","25|2|tricube"
12,26,2,"tricube",2,"global.auto",10,0,0.10436212633549,3.62024281461834,0.0852528996419294,2.91286546317834e-06,8,8,2,2.428,1.707,0.109000000000002,0.0129999999999981,0.382000000000001,0.0360000000000014,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","26|2|tricube"
13,27,2,"tricube",2,"global.auto",10,0,0.104194605540325,3.5506943090944,0.0892054856478024,2.91316513890735e-06,8,8,2,2.861,1.95800000000001,0.108999999999995,0.00900000000000034,0.488,0.122999999999998,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","27|2|tricube"
14,28,2,"tricube",2,"global.auto",10,0,0.104333741897808,3.45650283313224,0.0950414180995678,2.97940151928939e-06,8,8,2,2.725,1.934,0.103999999999999,0.0160000000000053,0.448999999999998,0.0359999999999943,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","28|2|tricube"
15,29,2,"tricube",2,"global.auto",10,0,0.10458732121758,3.37750500313775,0.10796252897078,3.25718124629763e-06,8,8,2,2.695,1.869,0.117999999999995,0.0129999999999981,0.450000000000003,0.0409999999999968,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","29|2|tricube"
16,30,2,"tricube",2,"global.auto",10,0,0.104895950120553,3.32312152105933,0.119638051735634,3.47537516453988e-06,7,7,1,2.423,1.531,0.113,0.00900000000000034,0.542000000000002,0.0330000000000013,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","30|2|tricube"
17,31,2,"tricube",2,"global.auto",10,0,0.10496955908224,3.24212297760595,0.127725497696947,3.57589199772309e-06,7,7,1,2.614,1.708,0.104999999999997,0.00999999999999801,0.459000000000003,0.0399999999999991,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","31|2|tricube"
18,32,2,"tricube",2,"global.auto",10,0,0.105193340417145,3.19527561180678,0.144358341010662,3.90015377280744e-06,7,7,1,2.408,1.52800000000001,0.0940000000000012,0.00999999999999801,0.561,0.0419999999999945,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","32|2|tricube"
19,33,2,"tricube",2,"global.auto",10,0,0.105358091113749,3.15055182324641,0.157108833521064,4.10334397648731e-06,7,7,1,2.371,1.505,0.0940000000000012,0.00900000000000034,0.542000000000002,0.0389999999999944,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","33|2|tricube"
20,34,2,"tricube",2,"global.auto",10,0,0.105423378040415,3.12421044498016,0.162155532784827,4.09318289077338e-06,7,7,1,2.48099999999999,1.654,0.097999999999999,0.00999999999999801,0.494,0.0300000000000011,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","34|2|tricube"
21,35,2,"tricube",2,"global.auto",10,0,0.105484087056795,3.08646060841219,0.168601015077819,4.11588403523881e-06,7,7,1,2.465,1.548,0.101999999999997,0.0139999999999958,0.471000000000004,0.0429999999999993,"evaluated",NA,NA,"full_search","s3r_0009__LA_D1_RAW_N500__r03__auto__full","LA_D1_RAW_N500__r03__auto","full","auto","35|2|tricube"
1,15,2,"tricube",2,"global.auto",30,0,0.105897163272729,6.32711406920669,0.0180504620296108,1.17926270109913e-06,8,8,2,2.597,1.975,0.111,0.0139999999999993,0.264,0.0269999999999992,"evaluated",Inf,NA,"lps_selected+neighbor+guard","s3r_0010__LA_D1_RAW_N500__r03__auto__screened","LA_D1_RAW_N500__r03__auto","screened","auto","15|2|tricube"
