"chart_dim_rule","diagnostic","rate"
"auto","full support in screened supports",0.333333333333333
"auto","full candidate key in screened candidates",0.333333333333333
"auto","selected support match",0.333333333333333
"auto","selected lambda match",0.666666666666667
