"batch_id","dataset_id","geometry_family","chart_dim_rule","variant_id","variant_label","support.size","degree","kernel","selected_lambda_sync","selected_cv_rmse","truth_rmse","observed_rmse","total_local_gcv_ps","sync_energy","mean_sync_squared_disagreement","candidate_count","boundary_expansion_count","elapsed_sec","truth_rmse_delta_vs_exact","observed_rmse_delta_vs_exact","fit_rmse_delta_vs_exact","fit_max_abs_delta_vs_exact"
"FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve","local.auto","guarded_strict_edge","Guarded stricter edge",32,2,"gaussian",100,0.105214791800523,0.0268201538207002,0.0978671766389166,5.9806440835314,0.0234517678780628,1.79658849323511e-06,8,0,0.818999999999988,0,0,0,0
"FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve","local.auto","guarded_one_expansion","Guarded one expansion",32,2,"gaussian",100,0.105214791800523,0.0268201538207002,0.0978671766389166,5.9806440835314,0.0234517678780628,1.79658849323511e-06,9,1,0.86099999999999,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","auto","exact_reference","Exact expanded reference",32,2,"gaussian",30,0.102983198285468,0.0274150673437562,0.095780547345102,5.82541427007228,0.0778127968024668,5.88332049478169e-06,19,0,1.48400000000001,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","auto","guarded_default","Guarded default",32,2,"gaussian",30,0.102983198285468,0.0274150673437562,0.095780547345102,5.82541427007228,0.0778127968024668,5.88332049478169e-06,10,0,0.900999999999982,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","auto","guarded_strict_edge","Guarded stricter edge",32,2,"gaussian",30,0.102983198285468,0.0274150673437562,0.095780547345102,5.82541427007228,0.0778127968024668,5.88332049478169e-06,10,0,0.937000000000012,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","auto","guarded_one_expansion","Guarded one expansion",32,2,"gaussian",30,0.102983198285468,0.0274150673437562,0.095780547345102,5.82541427007228,0.0778127968024668,5.88332049478169e-06,10,0,0.921999999999997,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","local.auto","exact_reference","Exact expanded reference",32,2,"gaussian",30,0.102964518355285,0.027420562944431,0.095776405900452,5.8178555245353,0.0776587021036734,5.87166960268164e-06,19,0,1.53400000000002,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","local.auto","guarded_default","Guarded default",32,2,"gaussian",30,0.102964518355285,0.027420562944431,0.095776405900452,5.8178555245353,0.0776587021036734,5.87166960268164e-06,10,0,0.917000000000002,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","local.auto","guarded_strict_edge","Guarded stricter edge",32,2,"gaussian",30,0.102964518355285,0.027420562944431,0.095776405900452,5.8178555245353,0.0776587021036734,5.87166960268164e-06,10,0,0.918999999999983,0,0,0,0
"FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve","local.auto","guarded_one_expansion","Guarded one expansion",32,2,"gaussian",30,0.102964518355285,0.027420562944431,0.095776405900452,5.8178555245353,0.0776587021036734,5.87166960268164e-06,10,0,0.939000000000021,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","auto","exact_reference","Exact expanded reference",35,2,"gaussian",30,0.105881736083307,0.0282616838937528,0.096883570917543,6.63201452543644,0.187238356242165,1.09075123139394e-05,19,0,1.98699999999999,0,0,0,0
"FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union","auto","guarded_default","Guarded default",35,2,"gaussian",30,0.105881736083307,0.0282616838937528,0.096883570917543,6.63201452543644,0.187238356242165,1.09075123139394e-05,10,0,1.12900000000002,0,0,0,0
