"study","K","m","rho.nominal","replicate","seed.base","train.clusters.per.fold","realized.icc","rel.cluster","nested","rmse.test","n.missing"
"E1.10b'-armC",8,6,0.6,1,878001,6,0.799306080013852,0.305948224852657,0.856358647235913,0.655737058283863,0
"E1.10b'-armC",8,6,0.6,2,878002,6,0.40006892445796,0.352987234954025,1.61491628978879,1.19359314564684,0
"E1.10b'-armC",12,6,0.6,1,882001,10,0.61468079147757,0.196086155528242,0.871754869729632,0.728839528574452,0
"E1.10b'-armC",12,6,0.6,2,882002,10,0.49072379175124,0.13452873725847,0.780394800158538,0.901699263458503,0
