"lambda.sync","cv.rmse.observed","total.local.gcv.ps","sync.energy","mean.sync.squared.disagreement","eval.elapsed.sec","path","evaluated_by_search","batch_id","dataset_id","chart_dim_rule","layout_id","full_selected_lambda","search_selected_lambda"
3.33333333333333e-05,0.112959441454137,5.29379655384943,6.1677312643382,0.000466333832543034,0.0560000000000045,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
1e-04,0.112947892435492,5.29379668185851,6.16521965961579,0.00046614393350142,0.0549999999999997,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
3e-04,0.112912710216998,5.29379716022033,6.15769855733314,0.000465575273113653,0.054000000000002,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0.001,0.112785823048267,5.29379993905853,6.13153553264929,0.00046359712214552,0.056999999999995,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0.003,0.112416145291028,5.29381714489939,6.05808322394356,0.000458043492267719,0.056999999999995,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0.01,0.111321195742302,5.29397654447594,5.81554899150049,0.00043970580644927,0.0579999999999998,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0.03,0.109655463974508,5.29509804975598,5.22736509274276,0.000395234016095215,0.0579999999999998,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0.1,0.10782141549188,5.3028670472195,3.90224961981159,0.000295043824504503,0.0529999999999973,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0.3,0.106449236632845,5.32982857963411,2.34141576079672,0.000177031284035064,0.0539999999999949,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
1,0.105224003626104,5.39626732942818,1.06925057790251,8.08445923747029e-05,0.0579999999999998,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
3,0.104219396425011,5.4920427709134,0.477737652878718,3.6121098839891e-05,0.0579999999999998,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
10,0.103297393498081,5.63871306784872,0.188946384499405,1.42859809956736e-05,0.0570000000000022,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
30,0.102964518355285,5.8178555245353,0.0776587021036734,5.87166960268164e-06,0.0570000000000022,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
100,0.103460042525876,6.06757724148344,0.0279519118981667,2.11340631485441e-06,0.0559999999999974,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
300,0.104733728333793,6.33464265151237,0.011150991391849,8.43111401834613e-07,0.061000000000007,"expanded_reference",TRUE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
900,0.106641667737183,6.64339802026727,0.00471650487254663,3.56608564666212e-07,0.0579999999999998,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
2700,0.108953781150441,7.01377024450246,0.0021744916235919,1.64410375420458e-07,0.0600000000000023,"expanded_reference",FALSE,"FB11","SYN-SADDLE-LINE-N500","local.auto","wide_mixed_15_expand_2",30,30
0,0.111669618557884,6.07029412378729,9.76986885616494,0.000569140677118348,0.078000000000003,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
1.11111111111111e-05,0.111668962741043,6.07029414181248,9.76902149870661,0.000569091314572679,0.0970000000000084,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
3.33333333333333e-05,0.111668271575485,6.07029414997519,9.76775662688249,0.00056901762985725,0.097999999999999,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
1e-04,0.111666214305931,6.07029419062951,9.76396410470655,0.000568796697655295,0.102999999999994,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
3e-04,0.111660152729447,6.07029445774046,9.75260534229128,0.00056813499647717,0.102000000000004,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0.001,0.111639615546267,6.07029709353881,9.7130704015823,0.000565831900779959,0.0989999999999895,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0.003,0.111583698213063,6.07031886248344,9.60196435108979,0.000559359452301867,0.0990000000000038,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0.01,0.111411171997529,6.07054868013305,9.23345912596448,0.000537892294816214,0.0999999999999943,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0.03,0.111042900060857,6.07225950547893,8.32785648697979,0.00048513669423037,0.0930000000000035,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0.1,0.110323326745232,6.08464513466778,6.23030490136824,0.000362944477804424,0.0939999999999941,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0.3,0.109450746765177,6.12935356341246,3.67295419014341,0.000213966806062479,0.092000000000013,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
1,0.108380356554144,6.2407313126426,1.56583534419115,9.12172518555811e-05,0.0919999999999987,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
3,0.10731399576779,6.3919494251755,0.640843900971689,3.73321624983779e-05,0.0949999999999989,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
10,0.10609092510449,6.60131740928217,0.23315756860979,1.35825217745997e-05,0.092000000000013,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
30,0.105161407190049,6.83597174457751,0.0892099721775557,5.19689923358639e-06,0.0940000000000083,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
100,0.104647674721434,7.12090640114292,0.0322940751142209,1.8812813199453e-06,0.0889999999999986,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
300,0.104910895198197,7.3965983622393,0.0147816582560988,8.61100912680058e-07,0.0930000000000035,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
900,0.106336159647812,7.75411615680928,0.00727173090237125,4.23612426177701e-07,0.0899999999999892,"expanded_reference",TRUE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
2700,0.10923726995629,8.29395121544741,0.00351778468612599,2.04927454778979e-07,0.0900000000000034,"expanded_reference",FALSE,"FB12","SYN-TWO-PLANES-N600","local.auto","wide_mixed_15_expand_2",100,100
0,0.165320436389719,6.57193312721016,13.2206225101714,0.000666362022220068,0.0859999999999985,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
1.11111111111111e-05,0.161140168005671,6.58202483043804,13.04715042058,0.000657618469310216,0.122,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
3.33333333333333e-05,0.160560572428734,6.58205084064189,13.0449111615995,0.000657505603434092,0.11999999999999,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
1e-04,0.158983244046735,6.58212882541792,13.038199307945,0.000657167304358492,0.120999999999995,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
3e-04,0.155235173766999,6.58236237017581,13.0181168544497,0.000656155083919405,0.120000000000005,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0.001,0.147307826118317,6.5831750522875,12.9484477464416,0.000652643536133903,0.122,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0.003,0.137203053024822,6.58545920400388,12.7545109072254,0.000642868493826805,0.117999999999995,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0.01,0.12659938970361,6.59309555845132,12.1290035407394,0.000611340904764757,0.120999999999995,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0.03,0.11905443808366,6.61300930201913,10.6847651965618,0.000538546633326059,0.120000000000005,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0.1,0.112442309327176,6.67271789563131,7.67671394869222,0.000386931146919892,0.123000000000005,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0.3,0.107924125123317,6.80119736233765,4.37422950832441,0.000220475277815338,0.120000000000005,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
1,0.104778577858036,7.0539903997367,1.79615710274253,9.05321121064922e-05,0.120000000000005,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
3,0.103143557380995,7.36628778530238,0.681628748384913,3.43562877487542e-05,0.123999999999995,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
10,0.102293774686445,7.74709117829675,0.224103943006546,1.12955616525955e-05,0.122,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
30,0.102345217072472,8.09976788020515,0.087785266592618,4.4246606181199e-06,0.123000000000005,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
100,0.103161359180214,8.50472092123148,0.0380409641590061,1.91738730794968e-06,0.120999999999995,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
300,0.104481856542259,8.93958011499979,0.0216842918428204,1.09295825908917e-06,0.11999999999999,"expanded_reference",TRUE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
900,0.107150557048553,9.56256977514061,0.0139981947812305,7.0555417301074e-07,0.122,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
2700,0.113799567057203,10.714044503711,0.0091199795360883,4.59676388278834e-07,0.125999999999991,"expanded_reference",FALSE,"FB13","SYN-SIMPLEX-FACES-N600","local.auto","wide_mixed_15_expand_2",10,10
0,5.43282842812465,20.5094667585069,40.9584382333888,0.00238185847173202,0.146000000000001,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
1.11111111111111e-05,1.22236103093242,23.5342199560588,35.5937431036949,0.00206988503978352,2.43000000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
3.33333333333333e-05,1.06847345653675,23.5343859040403,35.5878458095232,0.0020695420940881,2.288,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
1e-04,0.883967982062635,23.5348848406764,35.5701754269653,0.00206851450729013,2.214,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
3e-04,0.709356481675744,23.5363914310521,35.5173564598797,0.00206544292278526,2.27200000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0.001,0.578142283695345,23.5417779586339,35.3347096388137,0.00205482145143882,2.212,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0.003,0.51516944762339,23.5580911380508,34.8306955264186,0.00202551148906574,2.289,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0.01,0.472610895090577,23.6244045451365,33.2388680556613,0.00193294185237319,2.211,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0.03,0.435678376015673,23.8684133887349,29.6602351093393,0.00172483339980363,2.28,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0.1,0.388921054333275,24.9861224196906,22.1683795607535,0.00128915908268953,2.21199999999999,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0.3,0.334569953733404,28.3378288728112,13.3570759227653,0.00077675482309458,2.319,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
1,0.264392797539381,36.6563535416928,5.6739045497355,0.00032995490556985,2.255,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
3,0.203973324833555,48.3743584679297,2.04466428530195,0.000118903482648523,2.29599999999999,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
10,0.160424274884541,63.0075516569496,0.548033294494298,3.18698124631704e-05,2.209,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
30,0.142583645035619,74.945894371297,0.15913665621182,9.25428334453043e-06,2.30500000000001,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
100,0.131079470536376,85.0063814070271,0.055111132129444,3.20488091370269e-06,2.37,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
300,0.123463955903339,92.739750692096,0.0311363683008568,1.8106750602592e-06,2.318,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
900,0.122679435313434,103.504208042477,0.0205689760967409,1.19614887881486e-06,2.214,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
2700,0.132356939559678,127.961472356619,0.0127307191762664,7.40330262312411e-07,2.282,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","auto","wide_mixed_15_expand_2",900,900
0,4.9210872349451,17.1642672130261,46.2220888625752,0.00268795585688927,0.128999999999991,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
1.11111111111111e-05,0.960341157738881,19.7556051953393,40.7007006120706,0.00236687024065438,1.63300000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
3.33333333333333e-05,0.842527179437962,19.7557595270383,40.6940026676546,0.00236648073469814,1.649,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
1e-04,0.68268788515046,19.756223629826,40.6739319276541,0.00236531355977238,1.714,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
3e-04,0.502507359270675,19.7576258529692,40.6139261944815,0.00236182404283584,1.64100000000002,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
0.001,0.338269311257425,19.7626486555968,40.4062933748966,0.00234974955924544,1.66200000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
0.003,0.248943022796075,19.7779353412497,39.8322951437324,0.00231636980629032,1.715,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
0.01,0.204312657710885,19.8407813302214,38.0107283541833,0.00221044012545654,1.64500000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
0.03,0.185259855231794,20.0755110369008,33.881908992004,0.00197033664983033,1.66300000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
0.1,0.170182351734051,21.1602161824706,25.1847966110838,0.00146457296113545,1.71499999999997,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
0.3,0.156915522103842,24.387792852295,15.0293246328454,0.000874001200855642,1.63300000000001,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
1,0.141815587802219,32.1951411170098,6.38351049672086,0.000371220662012698,1.65199999999999,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
3,0.12862634631934,42.8076072852328,2.40756800546997,0.000140007444068629,1.71700000000001,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
10,0.118103071715171,55.5335090813574,0.776696002340304,4.51672483846457e-05,1.649,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
30,0.113808602584575,65.5198724151159,0.334097598180824,1.94287973110169e-05,1.64500000000001,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
100,0.115200006510464,74.9543170943172,0.184454256964255,1.07265792727223e-05,1.72499999999999,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
300,0.123519217862964,87.893806424911,0.118767412857803,6.90668835733207e-06,1.72499999999999,"expanded_reference",TRUE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
900,0.14155264293129,118.862651854495,0.0700865420786842,4.07574681078616e-06,1.65000000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
2700,0.17274472499238,191.383735894056,0.0333961546327718,1.94208854795874e-06,1.71700000000001,"expanded_reference",FALSE,"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","wide_mixed_15_expand_2",30,30
