"family","quantity","index","value17","generated.at.commit"
"bernoulli","fitted",4,"0.66860753606216528","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",5,"0.66718008779323035","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",6,"0.74271170093012995","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",7,"0.72238932384936083","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",8,"0.12944872706451638","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",9,"0.078949642063645811","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",10,"0.18195240693402301","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",11,"0.69132460741814628","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",12,"0.820376783127031","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",13,"0.10086635997634391","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",14,"0.38916717359855679","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",15,"0.14623046668585585","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",16,"0.52095331956001933","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",17,"0.66109055286569451","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",18,"0.87390788426517207","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",19,"0","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",20,"0.91481304853849121","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",21,"0.92643489188038142","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",22,"0.29889112668463719","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",23,"0.80703716629424871","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",24,"0.72323134564762226","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",25,"0.71848340666495047","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",26,"0.2804632769026108","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",27,"0.81050493245204513","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",28,"0","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",29,"0.058822115937356659","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",30,"0.18680333081053091","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",31,"0.30698171978719696","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",32,"0.75635467131300516","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",33,"0.41265116837891225","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",34,"0","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",35,"0.90144753306243797","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",36,"0.26804040432062642","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",37,"0.88861115170542526","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",38,"0.22484504906299599","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",39,"0.038080708717242243","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",40,"0.65212815322527029","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",41,"0.32663788539251748","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",42,"0.11794097264950645","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",43,"0.61293297998587404","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",44,"0.74726741379470341","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",45,"0.64861492406871035","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",46,"0.091118606793112927","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",47,"0.1204394708214544","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",48,"0.43784902601748282","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",49,"0.32277173741841464","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",50,"0.39906357719179458","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",51,"0.57051842517942664","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",52,"0.77785462699342944","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",53,"0.36809705065701842","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",54,"0.73939830203597667","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",55,"0.089831624994899439","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",56,"0.67955240000035944","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",57,"0.13377305423724042","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",58,"0.70403172857373508","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",59,"0.83559721073336635","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",60,"0.1281330014112739","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",61,"0.25685711195186167","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",62,"0.48565225938260781","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",63,"0.69307979575831491","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",64,"0.08768411372251679","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",65,"0.30221542219594871","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",66,"0.079662631231264158","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",67,"0.29594846234006472","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",68,"0.48459417456665926","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",69,"0.82820481087695841","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",70,"0.68353446519255856","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",71,"0.69139036340636684","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",72,"0.53784357933968896","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",73,"0.8343434274121484","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",74,"0.60482726823768651","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",75,"0.28783713190728949","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",76,"0.62531230256888726","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",77,"0.17557465325217933","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",78,"0.73837736093936679","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",79,"0.39201670196142535","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",80,"0.21232234709701658","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",81,"0.60962973939828768","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
"bernoulli","fitted",82,"0.34920907309758209","c621e2ff311a776ca09130cd41d189a05e5d9a1a"
