"method","selected.support.size","selected.degree","selected.kernel","selected.cv.rmse.observed","selected.cv.brier.observed","selected.cv.logloss.observed","observed.brier","observed.logloss","truth.brier","truth.rmse","fitted.min","fitted.max"
"bernoulli_brier_lps",30,1,"gaussian",0.416130548291735,0.17316463322158,NA,0.155700718357015,0.474046183070976,0.00760520769187965,0.0872078419173393,0.0351413618927107,0.856628233676465
"binomial_logistic_lps",30,1,"gaussian",0.416942484373099,0.173841035275212,0.532130511804938,0.155695754083823,0.474550329138232,0.0057115439205584,0.0755747571650641,0.0344016028757497,0.888445194341765
